"NOME_PRODOTTO","DATA_RILEVAZIONE","PREZZO","IVA","ACCISA","NETTO"
"Gasolio auto","2016-04-25","1247.14","224.89","617.40","404.85"
"GPL","2016-04-25","549.68","99.12","147.27","303.29"
"Benzina","2016-05-02","1446.96","260.93","728.40","457.63"
"Gasolio auto","2016-05-02","1265.13","228.14","617.40","419.59"
"GPL","2016-05-02","549.33","99.06","147.27","303.00"
"Benzina","2016-05-16","1445.54","260.67","728.40","456.47"
"Gasolio auto","2016-05-16","1268.48","228.74","617.40","422.34"
"GPL","2016-05-16","552.47","99.63","147.27","305.57"
"Benzina","2016-05-23","1463.42","263.90","728.40","471.12"
"Gasolio auto","2016-05-23","1289.46","232.53","617.40","439.53"
"GPL","2016-05-23","553.20","99.76","147.27","306.17"
"Benzina","2016-05-30","1476.71","266.29","728.40","482.02"
"Gasolio auto","2016-05-30","1309.85","236.20","617.40","456.25"
"GPL","2016-05-30","554.22","99.94","147.27","307.01"
"Benzina","2016-06-06","1484.45","267.69","728.40","488.36"
"Gasolio auto","2016-06-06","1320.90","238.20","617.40","465.30"
"GPL","2016-06-06","556.99","100.44","147.27","309.28"
"Benzina","2016-06-13","1479.97","266.88","728.40","484.69"
"Gasolio auto","2016-06-13","1319.29","237.90","617.40","463.99"
"GPL","2016-06-13","560.15","101.01","147.27","311.87"
"Benzina","2016-06-20","1473.96","265.80","728.40","479.76"
"Gasolio auto","2016-06-20","1317.76","237.63","617.40","462.73"
"GPL","2016-06-20","562.75","101.48","147.27","314.00"
"Benzina","2016-06-27","1470.98","265.26","728.40","477.32"
"Gasolio auto","2016-06-27","1315.12","237.15","617.40","460.57"
"GPL","2016-06-27","561.82","101.31","147.27","313.24"
"Benzina","2016-07-04","1468.26","264.77","728.40","475.09"
"Gasolio auto","2016-07-04","1311.97","236.58","617.40","457.99"
"GPL","2016-07-04","563.22","101.56","147.27","314.39"
"Benzina","2016-07-18","1448.71","261.24","728.40","459.07"
"Gasolio auto","2016-07-18","1303.79","235.11","617.40","451.28"
"GPL","2016-07-18","563.32","101.58","147.27","314.47"
"Benzina","2016-07-25","1444.46","260.48","728.40","455.58"
"Gasolio auto","2016-07-25","1299.47","234.33","617.40","447.74"
"GPL","2016-07-25","561.74","101.30","147.27","313.17"
"Benzina","2016-08-01","1432.49","258.32","728.40","445.77"
"Gasolio auto","2016-08-01","1289.40","232.51","617.40","439.49"
"GPL","2016-08-01","561.27","101.21","147.27","312.79"
"Benzina","2016-08-08","1422.53","256.52","728.40","437.61"
"Gasolio auto","2016-08-08","1282.14","231.21","617.40","433.53"
"GPL","2016-08-08","562.13","101.37","147.27","313.49"
"Benzina","2016-08-15","1426.52","257.24","728.40","440.88"
"Gasolio auto","2016-08-15","1282.50","231.27","617.40","433.83"
"GPL","2016-08-15","561.70","101.29","147.27","313.14"
"Benzina","2016-08-22","1441.35","259.92","728.40","453.03"
"Gasolio auto","2016-08-22","1290.71","232.75","617.40","440.56"
"GPL","2016-08-22","560.11","101.00","147.27","311.84"
"Benzina","2016-08-29","1454.76","262.33","728.40","464.03"
"Gasolio auto","2016-08-29","1306.83","235.66","617.40","453.77"
"GPL","2016-08-29","559.41","100.88","147.27","311.26"
"Benzina","2016-09-05","1456.77","262.70","728.40","465.67"
"Gasolio auto","2016-09-05","1304.83","235.30","617.40","452.13"
"GPL","2016-09-05","559.85","100.96","147.27","311.62"
"Benzina","2016-09-12","1452.00","261.84","728.40","461.76"
"Gasolio auto","2016-09-12","1299.10","234.26","617.40","447.44"
"GPL","2016-09-12","562.66","101.46","147.27","313.93"
"Benzina","2016-09-19","1451.92","261.82","728.40","461.70"
"Gasolio auto","2016-09-19","1297.49","233.97","617.40","446.12"
"GPL","2016-09-19","563.01","101.53","147.27","314.21"
"Benzina","2016-09-26","1451.90","261.82","728.40","461.68"
"Gasolio auto","2016-09-26","1296.81","233.85","617.40","445.56"
"GPL","2016-09-26","561.86","101.32","147.27","313.27"
"Benzina","2016-10-03","1456.38","262.63","728.40","465.35"
"Gasolio auto","2016-10-03","1302.42","234.86","617.40","450.16"
"GPL","2016-10-03","562.42","101.42","147.27","313.73"
"Benzina","2016-10-10","1471.23","265.30","728.40","477.53"
"Gasolio auto","2016-10-10","1318.38","237.74","617.40","463.24"
"GPL","2016-10-10","566.61","102.18","147.27","317.16"
"Benzina","2016-10-17","1482.87","267.40","728.40","487.07"
"Gasolio auto","2016-10-17","1330.20","239.87","617.40","472.93"
"GPL","2016-10-17","566.95","102.24","147.27","317.44"
"Benzina","2016-10-24","1487.20","268.18","728.40","490.62"
"Gasolio auto","2016-10-24","1335.48","240.82","617.40","477.26"
"GPL","2016-10-24","567.53","102.34","147.27","317.92"
"Benzina","2016-10-31","1494.82","269.56","728.40","496.86"
"Gasolio auto","2016-10-31","1340.52","241.73","617.40","481.39"
"GPL","2016-10-31","568.16","102.46","147.27","318.43"
"Benzina","2016-11-07","1487.10","268.17","728.40","490.53"
"Gasolio auto","2016-11-07","1339.24","241.50","617.40","480.34"
"GPL","2016-11-07","579.00","104.41","147.27","327.32"
"Benzina","2016-11-14","1473.90","265.79","728.40","479.71"
"Gasolio auto","2016-11-14","1323.48","238.66","617.40","467.42"
"GPL","2016-11-14","584.90","105.47","147.27","332.16"
"Benzina","2016-11-21","1458.41","262.99","728.40","467.02"
"Gasolio auto","2016-11-21","1311.12","236.43","617.40","457.29"
"GPL","2016-11-21","577.16","104.08","147.27","325.81"
"Benzina","2016-11-28","1468.14","264.75","728.40","474.99"
"Gasolio auto","2016-11-28","1320.87","238.19","617.40","465.28"
"GPL","2016-11-28","580.55","104.69","147.27","328.59"
"Benzina","2016-12-05","1478.60","266.63","728.40","483.57"
"Gasolio auto","2016-12-05","1332.67","240.32","617.40","474.95"
"GPL","2016-12-05","584.46","105.39","147.27","331.80"
"Benzina","2016-12-12","1499.34","270.37","728.40","500.57"
"Gasolio auto","2016-12-12","1350.05","243.45","617.40","489.20"
"GPL","2016-12-12","585.14","105.52","147.27","332.35"
"Benzina","2016-12-19","1508.88","272.09","728.40","508.39"
"Gasolio auto","2016-12-19","1369.06","246.88","617.40","504.78"
"GPL","2016-12-19","585.44","105.57","147.27","332.60"
"Benzina","2017-01-02","1535.52","276.90","728.40","530.22"
"Gasolio auto","2017-01-02","1391.90","251.00","617.40","523.50"
"GPL","2017-01-02","586.32","105.73","147.27","333.32"
"Benzina","2017-01-09","1550.03","279.51","728.40","542.12"
"Gasolio auto","2017-01-09","1404.90","253.34","617.40","534.16"
"GPL","2017-01-09","599.99","108.19","147.27","344.53"
"Benzina","2017-01-16","1547.49","279.06","728.40","540.03"
"Gasolio auto","2017-01-16","1400.12","252.48","617.40","530.24"
"GPL","2017-01-16","608.86","109.79","147.27","351.80"
"Benzina","2017-01-23","1544.75","278.56","728.40","537.79"
"Gasolio auto","2017-01-23","1397.33","251.98","617.40","527.95"
"GPL","2017-01-23","612.12","110.38","147.27","354.47"
"Benzina","2017-01-30","1543.74","278.38","728.40","536.96"
"Gasolio auto","2017-01-30","1395.46","251.64","617.40","526.42"
"GPL","2017-01-30","613.51","110.63","147.27","355.61"
"Benzina","2017-02-06","1546.00","278.79","728.40","538.81"
"Gasolio auto","2017-02-06","1397.60","252.03","617.40","528.17"
"GPL","2017-02-06","623.29","112.40","147.27","363.62"
"Benzina","2017-02-13","1549.55","279.43","728.40","541.72"
"Gasolio auto","2017-02-13","1399.97","252.45","617.40","530.12"
"GPL","2017-02-13","634.98","114.50","147.27","373.21"
"Benzina","2017-02-20","1555.14","280.44","728.40","546.30"
"Gasolio auto","2017-02-20","1402.69","252.94","617.40","532.35"
"GPL","2017-02-20","640.27","115.46","147.27","377.54"
"Benzina","2017-02-27","1555.24","280.45","728.40","546.39"
"Gasolio auto","2017-02-27","1403.00","253.00","617.40","532.60"
"GPL","2017-02-27","641.80","115.73","147.27","378.80"
"Benzina","2017-03-06","1555.19","280.44","728.40","546.35"
"Gasolio auto","2017-03-06","1403.59","253.11","617.40","533.08"
"GPL","2017-03-06","639.27","115.28","147.27","376.72"
"Benzina","2017-03-13","1548.90","279.31","728.40","541.19"
"Gasolio auto","2017-03-13","1402.00","252.82","617.40","531.78"
"GPL","2017-03-13","640.11","115.43","147.27","377.41"
"Benzina","2017-03-20","1539.01","277.53","728.40","533.08"
"Gasolio auto","2017-03-20","1393.57","251.30","617.40","524.87"
"GPL","2017-03-20","639.89","115.39","147.27","377.23"
"Benzina","2017-03-27","1532.13","276.29","728.40","527.44"
"Gasolio auto","2017-03-27","1387.31","250.17","617.40","519.74"
"GPL","2017-03-27","639.69","115.35","147.27","377.07"
"Benzina","2017-04-03","1527.07","275.37","728.40","523.30"
"Gasolio auto","2017-04-03","1383.00","249.39","617.40","516.21"
"GPL","2017-04-03","637.12","114.89","147.27","374.96"
"Benzina","2017-04-10","1538.09","277.36","728.40","532.33"
"Gasolio auto","2017-04-10","1392.61","251.13","617.40","524.08"
"GPL","2017-04-10","628.70","113.37","147.27","368.06"
"Benzina","2017-04-24","1559.28","281.18","728.40","549.70"
"Gasolio auto","2017-04-24","1410.49","254.35","617.40","538.74"
"GPL","2017-04-24","625.52","112.80","147.27","365.45"
"Benzina","2017-05-01","1555.83","280.56","728.40","546.87"
"Gasolio auto","2017-05-01","1405.52","253.45","617.40","534.67"
"GPL","2017-05-01","625.60","112.81","147.27","365.52"
"Benzina","2017-05-08","1539.66","277.64","728.40","533.62"
"Gasolio auto","2017-05-08","1391.70","250.96","617.40","523.34"
"GPL","2017-05-08","622.53","112.26","147.27","363.00"
"Benzina","2017-05-15","1529.24","275.76","728.40","525.08"
"Gasolio auto","2017-05-15","1378.80","248.64","617.40","512.76"
"GPL","2017-05-15","617.78","111.40","147.27","359.11"
"Benzina","2017-05-22","1525.19","275.03","728.40","521.76"
"Gasolio auto","2017-05-22","1376.00","248.13","617.40","510.47"
"GPL","2017-05-22","616.58","111.19","147.27","358.12"
"Benzina","2017-05-29","1523.83","274.79","728.40","520.64"
"Gasolio auto","2017-05-29","1375.87","248.11","617.40","510.36"
"GPL","2017-05-29","616.30","111.14","147.27","357.89"
"Benzina","2017-06-05","1519.38","273.99","728.40","516.99"
"Gasolio auto","2017-06-05","1370.70","247.18","617.40","506.12"
"GPL","2017-06-05","615.18","110.93","147.27","356.98"
"Benzina","2017-06-12","1511.93","272.64","728.40","510.89"
"Gasolio auto","2017-06-12","1361.25","245.47","617.40","498.38"
"GPL","2017-06-12","616.01","111.08","147.27","357.66"
"Benzina","2017-06-19","1502.93","271.02","728.40","503.51"
"Gasolio auto","2017-06-19","1352.91","243.97","617.40","491.54"
"GPL","2017-06-19","618.01","111.44","147.27","359.30"
"Benzina","2017-06-26","1490.26","268.74","728.40","493.12"
"Gasolio auto","2017-06-26","1341.64","241.94","617.40","482.30"
"GPL","2017-06-26","616.47","111.17","147.27","358.03"
"Benzina","2017-07-03","1488.99","268.51","728.40","492.08"
"Gasolio auto","2017-07-03","1337.33","241.16","617.40","478.77"
"GPL","2017-07-03","618.18","111.48","147.27","359.43"
"Benzina","2017-07-10","1490.68","268.81","728.40","493.47"
"Gasolio auto","2017-07-10","1338.42","241.35","617.40","479.67"
"GPL","2017-07-10","614.67","110.84","147.27","356.56"
"Benzina","2017-07-17","1487.33","268.21","728.40","490.72"
"Gasolio auto","2017-07-17","1334.72","240.69","617.40","476.63"
"GPL","2017-07-17","612.88","110.52","147.27","355.09"
"Benzina","2017-07-24","1489.83","268.66","728.40","492.77"
"Gasolio auto","2017-07-24","1336.86","241.07","617.40","478.39"
"GPL","2017-07-24","612.03","110.37","147.27","354.39"
"Benzina","2017-07-31","1494.19","269.44","728.40","496.35"
"Gasolio auto","2017-07-31","1341.45","241.90","617.40","482.15"
"GPL","2017-07-31","612.45","110.44","147.27","354.74"
"Benzina","2017-08-07","1497.19","269.99","728.40","498.80"
"Gasolio auto","2017-08-07","1351.86","243.78","617.40","490.68"
"GPL","2017-08-07","614.78","110.86","147.27","356.65"
"Benzina","2017-08-14","1498.51","270.22","728.40","499.89"
"Gasolio auto","2017-08-14","1353.75","244.12","617.40","492.23"
"GPL","2017-08-14","618.09","111.46","147.27","359.36"
"Benzina","2017-08-21","1499.35","270.37","728.40","500.58"
"Gasolio auto","2017-08-21","1354.98","244.34","617.40","493.24"
"GPL","2017-08-21","622.62","112.28","147.27","363.07"
"Benzina","2017-08-28","1499.30","270.37","728.40","500.53"
"Gasolio auto","2017-08-28","1353.90","244.15","617.40","492.35"
"GPL","2017-08-28","622.54","112.26","147.27","363.01"
"Benzina","2017-09-04","1508.66","272.05","728.40","508.21"
"Gasolio auto","2017-09-04","1358.52","244.98","617.40","496.14"
"GPL","2017-09-04","623.59","112.45","147.27","363.87"
"Benzina","2017-09-11","1523.42","274.72","728.40","520.30"
"Gasolio auto","2017-09-11","1368.86","246.84","617.40","504.62"
"GPL","2017-09-11","636.16","114.72","147.27","374.17"
"Benzina","2017-09-18","1524.96","274.99","728.40","521.57"
"Gasolio auto","2017-09-18","1375.48","248.04","617.40","510.04"
"GPL","2017-09-18","643.15","115.98","147.27","379.90"
"Benzina","2017-09-25","1521.54","274.38","728.40","518.76"
"Gasolio auto","2017-09-25","1373.24","247.63","617.40","508.21"
"GPL","2017-09-25","644.00","116.13","147.27","380.60"
"Benzina","2017-10-02","1525.48","275.09","728.40","521.99"
"Gasolio auto","2017-10-02","1382.85","249.37","617.40","516.08"
"GPL","2017-10-02","645.14","116.34","147.27","381.53"
"Benzina","2017-10-09","1525.77","275.14","728.40","522.23"
"Gasolio auto","2017-10-09","1384.77","249.71","617.40","517.66"
"GPL","2017-10-09","650.63","117.33","147.27","386.03"
"Benzina","2017-10-16","1524.14","274.84","728.40","520.90"
"Gasolio auto","2017-10-16","1382.78","249.35","617.40","516.03"
"GPL","2017-10-16","653.62","117.87","147.27","388.48"
"Benzina","2017-10-23","1523.78","274.78","728.40","520.60"
"Gasolio auto","2017-10-23","1388.46","250.38","617.40","520.68"
"GPL","2017-10-23","661.79","119.34","147.27","395.18"
"Benzina","2017-10-30","1524.24","274.86","728.40","520.98"
"Gasolio auto","2017-10-30","1390.36","250.72","617.40","522.24"
"GPL","2017-10-30","665.08","119.93","147.27","397.88"
"Benzina","2017-11-06","1532.90","276.42","728.40","528.08"
"Gasolio auto","2017-11-06","1401.76","252.78","617.40","531.58"
"GPL","2017-11-06","665.23","119.96","147.27","398.00"
"Benzina","2017-11-13","1544.13","278.45","728.40","537.28"
"Gasolio auto","2017-11-13","1413.62","254.92","617.40","541.30"
"GPL","2017-11-13","665.37","119.98","147.27","398.12"
"Benzina","2017-11-20","1547.80","279.11","728.40","540.29"
"Gasolio auto","2017-11-20","1417.31","255.58","617.40","544.33"
"GPL","2017-11-20","666.08","120.11","147.27","398.70"
"Benzina","2017-11-27","1545.64","278.72","728.40","538.52"
"Gasolio auto","2017-11-27","1414.88","255.14","617.40","542.34"
"GPL","2017-11-27","666.17","120.13","147.27","398.77"
"Benzina","2017-12-04","1545.84","278.76","728.40","538.68"
"Gasolio auto","2017-12-04","1415.73","255.30","617.40","543.03"
"GPL","2017-12-04","667.13","120.30","147.27","399.56"
"Benzina","2017-12-11","1543.57","278.35","728.40","536.82"
"Gasolio auto","2017-12-11","1413.31","254.86","617.40","541.05"
"GPL","2017-12-11","671.64","121.12","147.27","403.25"
"Benzina","2017-12-18","1549.32","279.39","728.40","541.53"
"Gasolio auto","2017-12-18","1420.35","256.13","617.40","546.82"
"GPL","2017-12-18","676.42","121.98","147.27","407.17"
"Benzina","2018-01-01","1554.54","280.33","728.40","545.81"
"Gasolio auto","2018-01-01","1426.58","257.25","617.40","551.93"
"GPL","2018-01-01","677.99","122.26","147.27","408.46"
"Benzina","2018-01-08","1561.51","281.58","728.40","551.53"
"Gasolio auto","2018-01-08","1435.68","258.89","617.40","559.39"
"GPL","2018-01-08","677.60","122.19","147.27","408.14"
"Benzina","2018-01-15","1566.62","282.51","728.40","555.71"
"Gasolio auto","2018-01-15","1441.24","259.90","617.40","563.94"
"GPL","2018-01-15","677.56","122.18","147.27","408.11"
"Benzina","2018-01-22","1571.37","283.36","728.40","559.61"
"Gasolio auto","2018-01-22","1446.52","260.85","617.40","568.27"
"GPL","2018-01-22","677.48","122.17","147.27","408.04"
"Benzina","2018-01-29","1572.83","283.63","728.40","560.80"
"Gasolio auto","2018-01-29","1447.78","261.08","617.40","569.30"
"GPL","2018-01-29","677.71","122.21","147.27","408.23"
"Benzina","2018-02-05","1573.42","283.73","728.40","561.29"
"Gasolio auto","2018-02-05","1447.59","261.04","617.40","569.15"
"GPL","2018-02-05","670.96","120.99","147.27","402.70"
"Benzina","2018-02-12","1569.91","283.10","728.40","558.41"
"Gasolio auto","2018-02-12","1443.29","260.27","617.40","565.62"
"GPL","2018-02-12","662.48","119.46","147.27","395.75"
"Benzina","2018-02-19","1553.48","280.14","728.40","544.94"
"Gasolio auto","2018-02-19","1424.46","256.87","617.40","550.19"
"GPL","2018-02-19","656.53","118.39","147.27","390.87"
"Benzina","2018-02-26","1546.71","278.91","728.40","539.40"
"Gasolio auto","2018-02-26","1418.68","255.83","617.40","545.45"
"GPL","2018-02-26","657.78","118.62","147.27","391.89"
"Benzina","2018-03-05","1548.87","279.30","728.40","541.17"
"Gasolio auto","2018-03-05","1424.66","256.91","617.40","550.35"
"GPL","2018-03-05","657.25","118.52","147.27","391.46"
"Benzina","2018-03-19","1544.20","278.46","728.40","537.34"
"Gasolio auto","2018-03-19","1419.38","255.95","617.40","546.03"
"GPL","2018-03-19","652.80","117.72","147.27","387.81"
"Benzina","2018-03-26","1547.08","278.98","728.40","539.70"
"Gasolio auto","2018-03-26","1422.82","256.57","617.40","548.85"
"GPL","2018-03-26","649.22","117.07","147.27","384.88"
"Benzina","2018-04-02","1554.06","280.24","728.40","545.42"
"Gasolio auto","2018-04-02","1429.97","257.86","617.40","554.71"
"GPL","2018-04-02","646.04","116.50","147.27","382.27"
"Benzina","2018-04-09","1556.26","280.64","728.40","547.22"
"Gasolio auto","2018-04-09","1432.51","258.32","617.40","556.79"
"GPL","2018-04-09","645.79","116.45","147.27","382.07"
"Benzina","2018-04-16","1562.98","281.85","728.40","552.73"
"Gasolio auto","2018-04-16","1439.30","259.55","617.40","562.35"
"GPL","2018-04-16","644.98","116.31","147.27","381.40"
"Benzina","2018-04-23","1573.32","283.71","728.40","561.21"
"Gasolio auto","2018-04-23","1450.22","261.52","617.40","571.30"
"GPL","2018-04-23","645.94","116.48","147.27","382.19"
"Benzina","2018-04-30","1585.17","285.85","728.40","570.92"
"Gasolio auto","2018-04-30","1462.90","263.80","617.40","581.70"
"GPL","2018-04-30","645.42","116.39","147.27","381.76"
"Benzina","2018-05-07","1592.60","287.19","728.40","577.01"
"Gasolio auto","2018-05-07","1470.26","265.13","617.40","587.73"
"GPL","2018-05-07","644.96","116.30","147.27","381.39"
"Benzina","2018-05-14","1605.99","289.60","728.40","587.99"
"Gasolio auto","2018-05-14","1483.45","267.51","617.40","598.54"
"GPL","2018-05-14","649.46","117.12","147.27","385.07"
"Benzina","2018-05-21","1623.24","292.72","728.40","602.12"
"Gasolio auto","2018-05-21","1501.52","270.77","617.40","613.35"
"GPL","2018-05-21","658.59","118.76","147.27","392.56"
"Benzina","2018-05-28","1642.44","296.18","728.40","617.86"
"Gasolio auto","2018-05-28","1521.22","274.32","617.40","629.50"
"GPL","2018-05-28","656.46","118.38","147.27","390.81"
"Benzina","2018-06-04","1648.66","297.30","728.40","622.96"
"Gasolio auto","2018-06-04","1528.71","275.67","617.40","635.64"
"GPL","2018-06-04","657.91","118.64","147.27","392.00"
"Benzina","2018-06-11","1648.07","297.19","728.40","622.48"
"Gasolio auto","2018-06-11","1528.15","275.57","617.40","635.18"
"GPL","2018-06-11","663.43","119.63","147.27","396.53"
"Benzina","2018-06-18","1645.27","296.69","728.40","620.18"
"Gasolio auto","2018-06-18","1524.76","274.96","617.40","632.40"
"GPL","2018-06-18","670.70","120.95","147.27","402.48"
"Benzina","2018-06-25","1636.72","295.15","728.40","613.17"
"Gasolio auto","2018-06-25","1516.28","273.43","617.40","625.45"
"GPL","2018-06-25","676.23","121.94","147.27","407.02"
"Benzina","2018-07-02","1632.24","294.34","728.40","609.50"
"Gasolio auto","2018-07-02","1511.55","272.57","617.40","621.58"
"GPL","2018-07-02","675.83","121.87","147.27","406.69"
"Benzina","2018-07-09","1632.66","294.41","728.40","609.85"
"Gasolio auto","2018-07-09","1511.89","272.64","617.40","621.85"
"GPL","2018-07-09","675.42","121.80","147.27","406.35"
"Benzina","2018-07-16","1632.40","294.37","728.40","609.63"
"Gasolio auto","2018-07-16","1510.94","272.46","617.40","621.08"
"GPL","2018-07-16","675.26","121.77","147.27","406.22"
"Benzina","2018-07-23","1629.30","293.81","728.40","607.09"
"Gasolio auto","2018-07-23","1507.11","271.77","617.40","617.94"
"GPL","2018-07-23","675.22","121.76","147.27","406.19"
"Benzina","2018-07-30","1627.70","293.52","728.40","605.78"
"Gasolio auto","2018-07-30","1505.34","271.45","617.40","616.49"
"GPL","2018-07-30","674.94","121.71","147.27","405.96"
"Benzina","2018-08-06","1628.76","293.71","728.40","606.65"
"Gasolio auto","2018-08-06","1506.20","271.61","617.40","617.19"
"GPL","2018-08-06","675.44","121.80","147.27","406.37"
"Benzina","2018-08-13","1629.30","293.81","728.40","607.09"
"Gasolio auto","2018-08-13","1505.87","271.55","617.40","616.92"
"GPL","2018-08-13","677.46","122.16","147.27","408.03"
"Benzina","2018-08-20","1627.86","293.55","728.40","605.91"
"Gasolio auto","2018-08-20","1505.12","271.42","617.40","616.30"
"GPL","2018-08-20","678.49","122.35","147.27","408.87"
"Benzina","2018-08-27","1628.98","293.75","728.40","606.83"
"Gasolio auto","2018-08-27","1506.86","271.73","617.40","617.73"
"GPL","2018-08-27","679.69","122.57","147.27","409.85"
"Benzina","2018-09-03","1633.66","294.59","728.40","610.67"
"Gasolio auto","2018-09-03","1513.18","272.87","617.40","622.91"
"GPL","2018-09-03","679.96","122.62","147.27","410.07"
"Benzina","2018-09-10","1642.55","296.20","728.40","617.95"
"Gasolio auto","2018-09-10","1524.47","274.90","617.40","632.17"
"GPL","2018-09-10","692.79","124.93","147.27","420.59"
"Benzina","2018-09-17","1642.69","296.22","728.40","618.07"
"Gasolio auto","2018-09-17","1525.41","275.07","617.40","632.94"
"GPL","2018-09-17","693.52","125.06","147.27","421.19"
"Benzina","2018-09-24","1641.80","296.06","728.40","617.34"
"Gasolio auto","2018-09-24","1524.91","274.98","617.40","632.53"
"GPL","2018-09-24","690.56","124.53","147.27","418.76"
"Benzina","2018-10-01","1644.20","296.50","728.40","619.30"
"Gasolio auto","2018-10-01","1528.40","275.61","617.40","635.39"
"GPL","2018-10-01","691.39","124.68","147.27","419.44"
"Benzina","2018-10-08","1657.58","298.91","728.40","630.27"
"Gasolio auto","2018-10-08","1548.39","279.22","617.40","651.77"
"GPL","2018-10-08","704.11","126.97","147.27","429.87"
"Benzina","2018-10-15","1665.05","300.25","728.40","636.40"
"Gasolio auto","2018-10-15","1565.52","282.31","617.40","665.81"
"GPL","2018-10-15","710.55","128.13","147.27","435.15"
"Benzina","2018-10-22","1661.21","299.56","728.40","633.25"
"Gasolio auto","2018-10-22","1567.14","282.60","617.40","667.14"
"GPL","2018-10-22","711.44","128.29","147.27","435.88"
"Benzina","2018-10-29","1655.70","298.57","728.40","628.73"
"Gasolio auto","2018-10-29","1565.31","282.27","617.40","665.64"
"GPL","2018-10-29","712.32","128.45","147.27","436.60"
"Benzina","2018-11-05","1649.26","297.41","728.40","623.45"
"Gasolio auto","2018-11-05","1562.23","281.71","617.40","663.12"
"GPL","2018-11-05","711.71","128.34","147.27","436.10"
"Benzina","2018-11-12","1636.86","295.17","728.40","613.29"
"Gasolio auto","2018-11-12","1554.38","280.30","617.40","656.68"
"GPL","2018-11-12","705.21","127.17","147.27","430.77"
"Benzina","2018-11-19","1619.37","292.02","728.40","598.95"
"Gasolio auto","2018-11-19","1543.80","278.39","617.40","648.01"
"GPL","2018-11-19","702.42","126.67","147.27","428.48"
"Benzina","2018-11-26","1595.69","287.75","728.40","579.54"
"Gasolio auto","2018-11-26","1526.55","275.28","617.40","633.87"
"GPL","2018-11-26","700.03","126.23","147.27","426.53"
"Benzina","2018-12-03","1565.30","282.27","728.40","554.63"
"Gasolio auto","2018-12-03","1501.48","270.76","617.40","613.32"
"GPL","2018-12-03","696.98","125.68","147.27","424.03"
"Benzina","2018-12-10","1533.50","276.53","728.40","528.57"
"Gasolio auto","2018-12-10","1474.67","265.92","617.40","591.35"
"GPL","2018-12-10","673.82","121.51","147.27","405.04"
"Benzina","2018-12-17","1520.36","274.16","728.40","517.80"
"Gasolio auto","2018-12-17","1460.96","263.45","617.40","580.11"
"GPL","2018-12-17","665.11","119.94","147.27","397.90"
"Benzina","2019-01-07","1486.00","267.97","728.40","489.63"
"Gasolio auto","2019-01-07","1428.88","257.67","617.40","553.81"
"GPL","2019-01-07","658.70","118.78","147.27","392.65"
"Benzina","2019-01-14","1482.55","267.35","728.40","486.80"
"Gasolio auto","2019-01-14","1426.01","257.15","617.40","551.46"
"GPL","2019-01-14","657.66","118.59","147.27","391.80"
"Benzina","2019-01-21","1491.59","268.98","728.40","494.21"
"Gasolio auto","2019-01-21","1436.28","259.00","617.40","559.88"
"GPL","2019-01-21","656.96","118.47","147.27","391.22"
"Benzina","2019-01-28","1494.50","269.50","728.40","496.60"
"Gasolio auto","2019-01-28","1440.68","259.79","617.40","563.49"
"GPL","2019-01-28","656.12","118.32","147.27","390.53"
"Benzina","2019-02-04","1499.38","270.38","728.40","500.60"
"Gasolio auto","2019-02-04","1445.62","260.69","617.40","567.53"
"GPL","2019-02-04","655.23","118.16","147.27","389.80"
"Benzina","2019-02-11","1508.24","271.98","728.40","507.86"
"Gasolio auto","2019-02-11","1451.68","261.78","617.40","572.50"
"GPL","2019-02-11","657.94","118.64","147.27","392.03"
"Benzina","2019-02-18","1517.76","273.69","728.40","515.67"
"Gasolio auto","2019-02-18","1461.93","263.63","617.40","580.90"
"GPL","2019-02-18","658.57","118.76","147.27","392.54"
"Benzina","2019-02-25","1534.68","276.75","728.40","529.53"
"Gasolio auto","2019-02-25","1479.85","266.86","617.40","595.59"
"GPL","2019-02-25","657.65","118.59","147.27","391.79"
"Benzina","2019-03-04","1542.33","278.13","728.40","535.80"
"Gasolio auto","2019-03-04","1486.87","268.12","617.40","601.35"
"GPL","2019-03-04","657.77","118.61","147.27","391.89"
"Benzina","2019-03-11","1548.72","279.28","728.40","541.04"
"Gasolio auto","2019-03-11","1493.17","269.26","617.40","606.51"
"GPL","2019-03-11","655.47","118.20","147.27","390.00"
"Benzina","2019-03-18","1554.03","280.23","728.40","545.40"
"Gasolio auto","2019-03-18","1496.38","269.84","617.40","609.14"
"GPL","2019-03-18","655.33","118.17","147.27","389.89"
"Benzina","2019-03-25","1562.82","281.82","728.40","552.60"
"Gasolio auto","2019-03-25","1497.19","269.99","617.40","609.80"
"GPL","2019-03-25","656.03","118.30","147.27","390.46"
"Benzina","2019-04-01","1573.56","283.76","728.40","561.40"
"Gasolio auto","2019-04-01","1497.71","270.08","617.40","610.23"
"GPL","2019-04-01","656.40","118.37","147.27","390.76"
"Benzina","2019-04-08","1588.60","286.47","728.40","573.73"
"Gasolio auto","2019-04-08","1499.16","270.34","617.40","611.42"
"GPL","2019-04-08","653.92","117.92","147.27","388.73"
"Benzina","2019-04-15","1604.64","289.36","728.40","586.88"
"Gasolio auto","2019-04-15","1505.50","271.48","617.40","616.62"
"GPL","2019-04-15","653.24","117.80","147.27","388.17"
"Benzina","2019-04-22","1615.23","291.27","728.40","595.56"
"Gasolio auto","2019-04-22","1511.49","272.56","617.40","621.53"
