"NOME_PRODOTTO","DATA_RILEVAZIONE","PREZZO","IVA","ACCISA","NETTO"
"Benzina","2005-01-03","1115.75","185.96","558.64","371.15"
"Gasolio auto","2005-01-03","1018.28","169.71","403.21","445.36"
"GPL","2005-01-03","552.50","92.08","156.62","303.80"
"Benzina","2005-01-10","1088.00","181.33","558.64","348.03"
"Gasolio auto","2005-01-10","1004.39","167.40","403.21","433.78"
"GPL","2005-01-10","552.57","92.09","156.62","303.86"
"Benzina","2005-01-17","1088.14","181.36","558.64","348.14"
"Gasolio auto","2005-01-17","1004.31","167.38","403.21","433.72"
"GPL","2005-01-17","551.88","91.98","156.62","303.28"
"Benzina","2005-01-24","1090.01","181.67","558.64","349.70"
"Gasolio auto","2005-01-24","1004.31","167.38","403.21","433.72"
"GPL","2005-01-24","551.88","91.98","156.62","303.28"
"Benzina","2005-01-31","1132.11","188.68","558.64","384.79"
"Gasolio auto","2005-01-31","1022.60","170.43","403.21","448.96"
"GPL","2005-01-31","551.88","91.98","156.62","303.28"
"Benzina","2005-02-07","1135.87","189.31","558.64","387.92"
"Gasolio auto","2005-02-07","1022.67","170.44","403.21","449.02"
"GPL","2005-02-07","551.88","91.98","156.62","303.28"
"Benzina","2005-02-14","1135.88","189.31","558.64","387.93"
"Gasolio auto","2005-02-14","1022.46","170.41","403.21","448.84"
"GPL","2005-02-14","551.88","91.98","156.62","303.28"
"Benzina","2005-02-21","1136.04","189.34","558.64","388.06"
"Gasolio auto","2005-02-21","1022.79","170.46","403.21","449.12"
"GPL","2005-02-21","551.88","91.98","156.62","303.28"
"Benzina","2005-02-28","1136.04","189.34","564.00","382.70"
"Gasolio auto","2005-02-28","1022.85","170.47","413.00","439.38"
"GPL","2005-02-28","551.88","91.98","156.62","303.28"
"Benzina","2005-03-07","1158.78","193.13","564.00","401.65"
"Gasolio auto","2005-03-07","1047.59","174.60","413.00","459.99"
"GPL","2005-03-07","552.37","92.06","156.62","303.69"
"Benzina","2005-03-14","1185.90","197.65","564.00","424.25"
"Gasolio auto","2005-03-14","1072.72","178.79","413.00","480.93"
"GPL","2005-03-14","553.56","92.26","156.62","304.68"
"Benzina","2005-03-21","1185.98","197.66","564.00","424.32"
"Gasolio auto","2005-03-21","1072.86","178.81","413.00","481.05"
"GPL","2005-03-21","553.56","92.26","156.62","304.68"
"Benzina","2005-04-04","1187.92","197.99","564.00","425.93"
"Gasolio auto","2005-04-04","1074.63","179.10","413.00","482.53"
"GPL","2005-04-04","553.56","92.26","156.62","304.68"
"Benzina","2005-04-11","1236.35","206.06","564.00","466.29"
"Gasolio auto","2005-04-11","1122.80","187.13","413.00","522.67"
"GPL","2005-04-11","553.81","92.30","156.62","304.89"
"Benzina","2005-04-18","1236.35","206.06","564.00","466.29"
"Gasolio auto","2005-04-18","1122.80","187.13","413.00","522.67"
"GPL","2005-04-18","553.81","92.30","156.62","304.89"
"Benzina","2005-04-25","1234.89","205.81","564.00","465.08"
"Gasolio auto","2005-04-25","1121.45","186.91","413.00","521.54"
"GPL","2005-04-25","553.81","92.30","156.62","304.89"
"Benzina","2005-05-02","1234.89","205.81","564.00","465.08"
"Gasolio auto","2005-05-02","1092.92","182.15","413.00","497.77"
"GPL","2005-05-02","553.20","92.20","156.62","304.38"
"Benzina","2005-05-09","1215.38","202.56","564.00","448.82"
"Gasolio auto","2005-05-09","1072.72","178.79","413.00","480.93"
"GPL","2005-05-09","553.20","92.20","156.62","304.38"
"Benzina","2005-05-16","1201.12","200.19","564.00","436.93"
"Gasolio auto","2005-05-16","1062.62","177.10","413.00","472.52"
"GPL","2005-05-16","553.20","92.20","156.62","304.38"
"Benzina","2005-05-23","1186.26","197.71","564.00","424.55"
"Gasolio auto","2005-05-23","1052.68","175.45","413.00","464.23"
"GPL","2005-05-23","553.20","92.20","156.62","304.38"
"Benzina","2005-05-30","1186.26","197.71","564.00","424.55"
"Gasolio auto","2005-05-30","1052.68","175.45","413.00","464.23"
"GPL","2005-05-30","553.20","92.20","156.62","304.38"
"Benzina","2005-06-06","1197.86","199.64","564.00","434.22"
"Gasolio auto","2005-06-06","1074.55","179.09","413.00","482.46"
"GPL","2005-06-06","553.20","92.20","156.62","304.38"
"Benzina","2005-06-13","1216.26","202.71","564.00","449.55"
"Gasolio auto","2005-06-13","1102.35","183.72","413.00","505.63"
"GPL","2005-06-13","553.20","92.20","156.62","304.38"
"Benzina","2005-06-20","1216.44","202.74","564.00","449.70"
"Gasolio auto","2005-06-20","1104.03","184.00","413.00","507.03"
"GPL","2005-06-20","553.20","92.20","156.62","304.38"
"Benzina","2005-06-27","1231.19","205.20","564.00","461.99"
"Gasolio auto","2005-06-27","1120.85","186.81","413.00","521.04"
"GPL","2005-06-27","553.20","92.20","156.62","304.38"
"Benzina","2005-07-04","1245.79","207.63","564.00","474.16"
"Gasolio auto","2005-07-04","1131.05","188.51","413.00","529.54"
"GPL","2005-07-04","553.44","92.24","156.62","304.58"
"Benzina","2005-07-11","1246.15","207.69","564.00","474.46"
"Gasolio auto","2005-07-11","1131.97","188.66","413.00","530.31"
"GPL","2005-07-11","553.44","92.24","156.62","304.58"
"Benzina","2005-07-18","1247.67","207.95","564.00","475.72"
"Gasolio auto","2005-07-18","1133.37","188.89","413.00","531.48"
"GPL","2005-07-18","553.44","92.24","156.62","304.58"
"Benzina","2005-07-25","1245.70","207.62","564.00","474.08"
"Gasolio auto","2005-07-25","1132.13","188.69","413.00","530.44"
"GPL","2005-07-25","553.44","92.24","156.62","304.58"
"Benzina","2005-08-01","1246.26","207.71","564.00","474.55"
"Gasolio auto","2005-08-01","1132.13","188.69","413.00","530.44"
"GPL","2005-08-01","553.44","92.24","156.62","304.58"
"Benzina","2005-08-08","1246.26","207.71","564.00","474.55"
"Gasolio auto","2005-08-08","1132.82","188.80","413.00","531.02"
"GPL","2005-08-08","553.44","92.24","156.62","304.58"
"Benzina","2005-08-22","1275.60","212.60","564.00","499.00"
"Gasolio auto","2005-08-22","1157.26","192.88","413.00","551.38"
"GPL","2005-08-22","555.16","92.53","156.62","306.01"
"Benzina","2005-08-29","1277.05","212.84","564.00","500.21"
"Gasolio auto","2005-08-29","1157.90","192.98","413.00","551.92"
"GPL","2005-08-29","555.16","92.53","156.62","306.01"
"Benzina","2005-09-05","1306.89","217.81","564.00","525.08"
"Gasolio auto","2005-09-05","1179.13","196.52","413.00","569.61"
"GPL","2005-09-05","555.16","92.53","156.62","306.01"
"Benzina","2005-09-12","1329.84","221.64","564.00","544.20"
"Gasolio auto","2005-09-12","1206.90","201.15","413.00","592.75"
"GPL","2005-09-12","578.22","96.37","156.62","325.23"
"Benzina","2005-09-19","1296.46","216.08","564.00","516.38"
"Gasolio auto","2005-09-19","1178.61","196.43","413.00","569.18"
"GPL","2005-09-19","579.00","96.50","156.62","325.88"
"Benzina","2005-09-26","1293.42","215.57","564.00","513.85"
"Gasolio auto","2005-09-26","1177.67","196.28","413.00","568.39"
"GPL","2005-09-26","579.54","96.59","156.62","326.33"
"Benzina","2005-10-03","1335.22","222.54","564.00","548.68"
"Gasolio auto","2005-10-03","1217.10","202.85","413.00","601.25"
"GPL","2005-10-03","593.24","98.87","156.62","337.75"
"Benzina","2005-10-10","1337.86","222.98","564.00","550.88"
"Gasolio auto","2005-10-10","1218.09","203.01","413.00","602.08"
"GPL","2005-10-10","599.00","99.83","156.62","342.55"
"Benzina","2005-10-17","1334.07","222.35","564.00","547.72"
"Gasolio auto","2005-10-17","1216.71","202.78","413.00","600.93"
"GPL","2005-10-17","599.00","99.83","156.62","342.55"
"Benzina","2005-10-24","1295.58","215.93","564.00","515.65"
"Gasolio auto","2005-10-24","1208.15","201.36","413.00","593.79"
"GPL","2005-10-24","599.00","99.83","156.62","342.55"
"Benzina","2005-10-31","1256.81","209.47","564.00","483.34"
"Gasolio auto","2005-10-31","1169.02","194.84","413.00","561.18"
"GPL","2005-10-31","601.29","100.21","156.62","344.46"
"Benzina","2005-11-07","1255.08","209.18","564.00","481.90"
"Gasolio auto","2005-11-07","1167.34","194.56","413.00","559.78"
"GPL","2005-11-07","604.47","100.74","156.62","347.11"
"Benzina","2005-11-14","1245.95","207.66","564.00","474.29"
"Gasolio auto","2005-11-14","1138.33","189.72","413.00","535.61"
"GPL","2005-11-14","606.56","101.09","156.62","348.85"
"Benzina","2005-11-21","1226.62","204.44","564.00","458.18"
"Gasolio auto","2005-11-21","1118.46","186.41","413.00","519.05"
"GPL","2005-11-21","625.92","104.32","156.62","364.98"
"Benzina","2005-11-28","1226.19","204.36","564.00","457.83"
"Gasolio auto","2005-11-28","1118.46","186.41","413.00","519.05"
"GPL","2005-11-28","629.00","104.83","156.62","367.55"
"Benzina","2005-12-05","1207.21","201.20","564.00","442.01"
"Gasolio auto","2005-12-05","1108.09","184.68","413.00","510.41"
"GPL","2005-12-05","636.75","106.13","156.62","374.00"
"Benzina","2005-12-12","1214.49","202.42","564.00","448.07"
"Gasolio auto","2005-12-12","1114.85","185.81","413.00","516.04"
"GPL","2005-12-12","636.75","106.13","156.62","374.00"
"Benzina","2005-12-19","1228.03","204.67","564.00","459.36"
"Gasolio auto","2005-12-19","1128.36","188.06","413.00","527.30"
"GPL","2005-12-19","637.51","106.25","156.62","374.64"
"Benzina","2006-01-02","1217.22","202.87","564.00","450.35"
"Gasolio auto","2006-01-02","1117.79","186.30","413.00","518.49"
"GPL","2006-01-02","637.51","106.25","156.62","374.64"
"Benzina","2006-01-09","1255.71","209.28","564.00","482.43"
"Gasolio auto","2006-01-09","1155.76","192.63","413.00","550.13"
"GPL","2006-01-09","664.00","110.67","156.62","396.71"
"Benzina","2006-01-16","1259.70","209.95","564.00","485.75"
"Gasolio auto","2006-01-16","1157.03","192.84","413.00","551.19"
"GPL","2006-01-16","669.73","111.62","156.62","401.49"
"Benzina","2006-01-23","1260.08","210.01","564.00","486.07"
"Gasolio auto","2006-01-23","1156.96","192.83","413.00","551.13"
"GPL","2006-01-23","671.44","111.91","156.62","402.91"
"Benzina","2006-01-30","1260.32","210.05","564.00","486.27"
"Gasolio auto","2006-01-30","1157.35","192.89","413.00","551.46"
"GPL","2006-01-30","675.35","112.56","156.62","406.17"
"Benzina","2006-02-06","1258.18","209.70","564.00","484.48"
"Gasolio auto","2006-02-06","1157.27","192.88","413.00","551.39"
"GPL","2006-02-06","675.85","112.64","156.62","406.59"
"Benzina","2006-02-13","1257.92","209.65","564.00","484.27"
"Gasolio auto","2006-02-13","1157.27","192.88","413.00","551.39"
"GPL","2006-02-13","675.85","112.64","156.62","406.59"
"Benzina","2006-02-20","1228.36","204.73","564.00","459.63"
"Gasolio auto","2006-02-20","1137.20","189.53","413.00","534.67"
"GPL","2006-02-20","675.85","112.64","156.62","406.59"
"Benzina","2006-02-27","1226.36","204.39","564.00","457.97"
"Gasolio auto","2006-02-27","1137.98","189.66","413.00","535.32"
"GPL","2006-02-27","675.85","112.64","156.62","406.59"
"Benzina","2006-03-06","1256.01","209.34","564.00","482.67"
"Gasolio auto","2006-03-06","1167.02","194.50","413.00","559.52"
"GPL","2006-03-06","681.24","113.54","156.62","411.08"
"Benzina","2006-03-13","1256.01","209.34","564.00","482.67"
"Gasolio auto","2006-03-13","1167.15","194.52","413.00","559.63"
"GPL","2006-03-13","681.24","113.54","156.62","411.08"
"Benzina","2006-03-20","1261.81","210.30","564.00","487.51"
"Gasolio auto","2006-03-20","1169.10","194.85","413.00","561.25"
"GPL","2006-03-20","681.24","113.54","156.62","411.08"
"Benzina","2006-03-27","1261.48","210.25","564.00","487.23"
"Gasolio auto","2006-03-27","1169.46","194.91","413.00","561.55"
"GPL","2006-03-27","681.24","113.54","156.62","411.08"
"Benzina","2006-04-03","1286.65","214.44","564.00","508.21"
"Gasolio auto","2006-04-03","1169.51","194.92","413.00","561.59"
"GPL","2006-04-03","673.49","112.25","156.62","404.62"
"Benzina","2006-04-10","1289.98","215.00","564.00","510.98"
"Gasolio auto","2006-04-10","1169.61","194.93","413.00","561.68"
"GPL","2006-04-10","655.18","109.20","156.62","389.36"
"Benzina","2006-04-24","1338.02","223.00","564.00","551.02"
"Gasolio auto","2006-04-24","1208.09","201.35","413.00","593.74"
"GPL","2006-04-24","651.59","108.60","156.62","386.37"
"Benzina","2006-05-01","1342.06","223.68","564.00","554.38"
"Gasolio auto","2006-05-01","1210.84","201.81","413.00","596.03"
"GPL","2006-05-01","651.59","108.60","156.62","386.37"
"Benzina","2006-05-02","1342.06","223.68","564.00","554.38"
"Gasolio auto","2006-05-02","1210.84","201.81","413.00","596.03"
"GPL","2006-05-02","651.59","108.60","156.62","386.37"
"Benzina","2006-05-08","1345.29","224.22","564.00","557.07"
"Gasolio auto","2006-05-08","1212.62","202.10","413.00","597.52"
"GPL","2006-05-08","651.59","108.60","156.62","386.37"
"Benzina","2006-05-15","1344.22","224.04","564.00","556.18"
"Gasolio auto","2006-05-15","1202.03","200.34","413.00","588.69"
"GPL","2006-05-15","651.59","108.60","156.62","386.37"
"Benzina","2006-05-22","1337.34","222.89","564.00","550.45"
"Gasolio auto","2006-05-22","1198.22","199.70","413.00","585.52"
"GPL","2006-05-22","651.59","108.60","156.62","386.37"
"Benzina","2006-05-29","1335.81","222.63","564.00","549.18"
"Gasolio auto","2006-05-29","1196.47","199.41","413.00","584.06"
"GPL","2006-05-29","651.59","108.60","156.62","386.37"
"Benzina","2006-06-05","1336.40","222.73","564.00","549.67"
"Gasolio auto","2006-06-05","1196.99","199.50","413.00","584.49"
"GPL","2006-06-05","651.59","108.60","156.62","386.37"
"Benzina","2006-06-12","1336.72","222.79","564.00","549.93"
"Gasolio auto","2006-06-12","1197.12","199.52","413.00","584.60"
"GPL","2006-06-12","651.59","108.60","156.62","386.37"
"Benzina","2006-06-19","1336.72","222.79","564.00","549.93"
"Gasolio auto","2006-06-19","1197.12","199.52","413.00","584.60"
"GPL","2006-06-19","651.59","108.60","156.62","386.37"
"Benzina","2006-06-26","1336.72","222.79","564.00","549.93"
"Gasolio auto","2006-06-26","1197.12","199.52","413.00","584.60"
"GPL","2006-06-26","651.59","108.60","156.62","386.37"
"Benzina","2006-07-03","1354.09","225.68","564.00","564.41"
"Gasolio auto","2006-07-03","1197.12","199.52","413.00","584.60"
"GPL","2006-07-03","651.59","108.60","156.62","386.37"
"Benzina","2006-07-10","1367.11","227.85","564.00","575.26"
"Gasolio auto","2006-07-10","1201.87","200.31","413.00","588.56"
"GPL","2006-07-10","651.59","108.60","156.62","386.37"
"Benzina","2006-07-17","1385.08","230.85","564.00","590.23"
"Gasolio auto","2006-07-17","1207.26","201.21","413.00","593.05"
"GPL","2006-07-17","651.59","108.60","156.62","386.37"
"Benzina","2006-07-24","1387.42","231.24","564.00","592.18"
"Gasolio auto","2006-07-24","1207.26","201.21","413.00","593.05"
"GPL","2006-07-24","651.59","108.60","156.62","386.37"
"Benzina","2006-07-31","1387.16","231.19","564.00","591.97"
"Gasolio auto","2006-07-31","1206.43","201.07","413.00","592.36"
"GPL","2006-07-31","651.59","108.60","156.62","386.37"
"Benzina","2006-08-07","1388.58","231.43","564.00","593.15"
"Gasolio auto","2006-08-07","1206.43","201.07","413.00","592.36"
"GPL","2006-08-07","651.02","108.50","156.62","385.90"
"Benzina","2006-08-14","1389.48","231.58","564.00","593.90"
"Gasolio auto","2006-08-14","1206.69","201.11","413.00","592.58"
"GPL","2006-08-14","651.02","108.50","156.62","385.90"
"Benzina","2006-08-21","1362.07","227.01","564.00","571.06"
"Gasolio auto","2006-08-21","1207.02","201.17","413.00","592.85"
"GPL","2006-08-21","651.02","108.50","156.62","385.90"
"Benzina","2006-08-28","1329.95","221.66","564.00","544.29"
"Gasolio auto","2006-08-28","1206.81","201.13","413.00","592.68"
"GPL","2006-08-28","651.02","108.50","156.62","385.90"
"Benzina","2006-09-04","1293.31","215.55","564.00","513.76"
"Gasolio auto","2006-09-04","1188.55","198.09","413.00","577.46"
"GPL","2006-09-04","651.00","108.50","156.62","385.88"
"Benzina","2006-09-11","1271.34","211.89","564.00","495.45"
"Gasolio auto","2006-09-11","1177.60","196.27","413.00","568.33"
"GPL","2006-09-11","650.38","108.40","156.62","385.36"
"Benzina","2006-09-18","1251.56","208.59","564.00","478.97"
"Gasolio auto","2006-09-18","1158.40","193.07","413.00","552.33"
"GPL","2006-09-18","649.82","108.30","156.62","384.90"
"Benzina","2006-09-25","1231.52","205.25","564.00","462.27"
"Gasolio auto","2006-09-25","1128.68","188.11","413.00","527.57"
"GPL","2006-09-25","649.64","108.27","156.62","384.75"
"Benzina","2006-10-02","1230.16","205.03","564.00","461.13"
"Gasolio auto","2006-10-02","1127.14","187.86","413.00","526.28"
"GPL","2006-10-02","649.00","108.17","156.62","384.21"
"Benzina","2006-10-09","1220.03","203.34","564.00","452.69"
"Gasolio auto","2006-10-09","1116.96","186.16","416.00","514.80"
"GPL","2006-10-09","609.37","101.56","125.27","382.54"
"Benzina","2006-10-16","1219.79","203.30","564.00","452.49"
"Gasolio auto","2006-10-16","1116.96","186.16","416.00","514.80"
"GPL","2006-10-16","609.37","101.56","125.27","382.54"
"Benzina","2006-10-23","1219.79","203.30","564.00","452.49"
"Gasolio auto","2006-10-23","1116.96","186.16","416.00","514.80"
"GPL","2006-10-23","609.37","101.56","125.27","382.54"
"Benzina","2006-10-30","1219.79","203.30","564.00","452.49"
"Gasolio auto","2006-10-30","1117.02","186.17","416.00","514.85"
"GPL","2006-10-30","609.37","101.56","125.27","382.54"
"Benzina","2006-11-06","1220.03","203.34","564.00","452.69"
"Gasolio auto","2006-11-06","1116.81","186.13","416.00","514.68"
"GPL","2006-11-06","609.37","101.56","125.27","382.54"
"Benzina","2006-11-13","1219.93","203.32","564.00","452.61"
"Gasolio auto","2006-11-13","1116.14","186.02","416.00","514.12"
"GPL","2006-11-13","609.37","101.56","125.27","382.54"
"Benzina","2006-11-20","1218.78","203.13","564.00","451.65"
"Gasolio auto","2006-11-20","1113.76","185.63","416.00","512.13"
"GPL","2006-11-20","609.37","101.56","125.27","382.54"
"Benzina","2006-11-27","1218.89","203.15","564.00","451.74"
"Gasolio auto","2006-11-27","1113.87","185.64","416.00","512.23"
"GPL","2006-11-27","609.37","101.56","125.27","382.54"
"Benzina","2006-12-04","1219.22","203.20","564.00","452.02"
"Gasolio auto","2006-12-04","1113.87","185.64","416.00","512.23"
"GPL","2006-12-04","609.37","101.56","125.27","382.54"
"Benzina","2006-12-11","1219.22","203.20","564.00","452.02"
"Gasolio auto","2006-12-11","1113.87","185.64","416.00","512.23"
"GPL","2006-12-11","609.37","101.56","125.27","382.54"
"Benzina","2006-12-18","1219.22","203.20","564.00","452.02"
"Gasolio auto","2006-12-18","1113.87","185.64","416.00","512.23"
"GPL","2006-12-18","609.37","101.56","125.27","382.54"
"Benzina","2007-01-08","1218.68","203.11","564.00","451.57"
"Gasolio auto","2007-01-08","1114.29","185.71","416.00","512.58"
"GPL","2007-01-08","609.37","101.56","125.27","382.54"
"Benzina","2007-01-15","1207.69","201.28","564.00","442.41"
"Gasolio auto","2007-01-15","1098.03","183.00","416.00","499.03"
"GPL","2007-01-15","609.37","101.56","125.27","382.54"
"Benzina","2007-01-22","1198.79","199.80","564.00","434.99"
"Gasolio auto","2007-01-22","1079.86","179.98","416.00","483.88"
"GPL","2007-01-22","609.37","101.56","125.27","382.54"
"Benzina","2007-01-29","1198.22","199.70","564.00","434.52"
"Gasolio auto","2007-01-29","1079.72","179.95","416.00","483.77"
"GPL","2007-01-29","609.37","101.56","125.27","382.54"
"Benzina","2007-02-05","1198.59","199.76","564.00","434.83"
"Gasolio auto","2007-02-05","1079.34","179.89","416.00","483.45"
"GPL","2007-02-05","609.37","101.56","125.27","382.54"
"Benzina","2007-02-12","1200.79","200.13","564.00","436.66"
"Gasolio auto","2007-02-12","1081.68","180.28","416.00","485.40"
"GPL","2007-02-12","609.37","101.56","125.27","382.54"
"Benzina","2007-02-19","1201.46","200.24","564.00","437.22"
"Gasolio auto","2007-02-19","1082.07","180.34","416.00","485.73"
"GPL","2007-02-19","609.37","101.56","125.27","382.54"
"Benzina","2007-02-26","1221.66","203.61","564.00","454.05"
"Gasolio auto","2007-02-26","1097.83","182.97","416.00","498.86"
"GPL","2007-02-26","609.37","101.56","125.27","382.54"
"Benzina","2007-03-05","1231.49","205.25","564.00","462.24"
"Gasolio auto","2007-03-05","1099.76","183.29","416.00","500.47"
"GPL","2007-03-05","609.37","101.56","125.27","382.54"
"Benzina","2007-03-12","1241.27","206.88","564.00","470.39"
"Gasolio auto","2007-03-12","1108.92","184.82","416.00","508.10"
"GPL","2007-03-12","609.37","101.56","125.27","382.54"
"Benzina","2007-03-19","1240.75","206.79","564.00","469.96"
"Gasolio auto","2007-03-19","1108.92","184.82","416.00","508.10"
"GPL","2007-03-19","609.37","101.56","125.27","382.54"
"Benzina","2007-03-26","1240.43","206.74","564.00","469.69"
"Gasolio auto","2007-03-26","1108.45","184.74","416.00","507.71"
"GPL","2007-03-26","609.37","101.56","125.27","382.54"
"Benzina","2007-04-02","1256.40","209.40","564.00","483.00"
"Gasolio auto","2007-04-02","1113.86","185.64","416.00","512.22"
"GPL","2007-04-02","609.37","101.56","125.27","382.54"
"Benzina","2007-04-16","1276.21","212.70","564.00","499.51"
"Gasolio auto","2007-04-16","1127.27","187.88","416.00","523.39"
"GPL","2007-04-16","631.63","105.27","125.27","401.09"
"Benzina","2007-04-23","1279.61","213.27","564.00","502.34"
"Gasolio auto","2007-04-23","1128.12","188.02","416.00","524.10"
"GPL","2007-04-23","641.00","106.83","125.27","408.90"
"Benzina","2007-04-30","1293.63","215.61","564.00","514.02"
"Gasolio auto","2007-04-30","1128.71","188.12","416.00","524.59"
"GPL","2007-04-30","621.38","103.56","125.27","392.55"
"Benzina","2007-05-07","1309.43","218.24","564.00","527.19"
"Gasolio auto","2007-05-07","1129.30","188.22","416.00","525.08"
"GPL","2007-05-07","621.38","103.56","125.27","392.55"
"Benzina","2007-05-14","1312.83","218.80","564.00","530.03"
"Gasolio auto","2007-05-14","1129.00","188.17","416.00","524.83"
"GPL","2007-05-14","619.89","103.31","125.27","391.31"
"Benzina","2007-05-21","1326.55","221.09","564.00","541.46"
"Gasolio auto","2007-05-21","1131.89","188.65","416.00","527.24"
"GPL","2007-05-21","617.47","102.91","125.27","389.29"
"Benzina","2007-05-28","1342.73","223.79","564.00","554.94"
"Gasolio auto","2007-05-28","1139.33","189.89","416.00","533.44"
"GPL","2007-05-28","615.97","102.66","125.27","388.04"
"Benzina","2007-06-04","1343.85","223.98","564.00","555.87"
"Gasolio auto","2007-06-04","1147.78","191.30","423.00","533.48"
"GPL","2007-06-04","615.97","102.66","125.27","388.04"
"Benzina","2007-06-11","1346.21","224.37","564.00","557.84"
"Gasolio auto","2007-06-11","1150.77","191.79","423.00","535.98"
"GPL","2007-06-11","615.97","102.66","125.27","388.04"
"Benzina","2007-06-18","1346.14","224.36","564.00","557.78"
"Gasolio auto","2007-06-18","1151.90","191.98","423.00","536.92"
"GPL","2007-06-18","614.47","102.41","125.27","386.79"
"Benzina","2007-06-25","1350.93","225.16","564.00","561.77"
"Gasolio auto","2007-06-25","1156.35","192.72","423.00","540.63"
"GPL","2007-06-25","614.47","102.41","125.27","386.79"
"Benzina","2007-07-02","1351.09","225.18","564.00","561.91"
"Gasolio auto","2007-07-02","1157.81","192.97","423.00","541.84"
"GPL","2007-07-02","615.96","102.66","125.27","388.03"
"Benzina","2007-07-09","1352.35","225.39","564.00","562.96"
"Gasolio auto","2007-07-09","1158.59","193.10","423.00","542.49"
"GPL","2007-07-09","615.96","102.66","125.27","388.03"
"Benzina","2007-07-16","1358.88","226.48","564.00","568.40"
"Gasolio auto","2007-07-16","1164.40","194.07","423.00","547.33"
"GPL","2007-07-16","625.77","104.30","125.27","396.20"
"Benzina","2007-07-23","1356.70","226.12","564.00","566.58"
"Gasolio auto","2007-07-23","1164.32","194.05","423.00","547.27"
"GPL","2007-07-23","625.77","104.30","125.27","396.20"
"Benzina","2007-07-30","1348.53","224.76","564.00","559.77"
"Gasolio auto","2007-07-30","1172.50","195.42","423.00","554.08"
"GPL","2007-07-30","625.77","104.30","125.27","396.20"
"Benzina","2007-08-06","1332.93","222.15","564.00","546.78"
"Gasolio auto","2007-08-06","1182.24","197.04","423.00","562.20"
"GPL","2007-08-06","625.71","104.28","125.27","396.16"
"Benzina","2007-08-13","1302.40","217.07","564.00","521.33"
"Gasolio auto","2007-08-13","1174.41","195.74","423.00","555.67"
"GPL","2007-08-13","626.26","104.38","125.27","396.61"
"Benzina","2007-08-20","1301.15","216.86","564.00","520.29"
"Gasolio auto","2007-08-20","1171.43","195.24","423.00","553.19"
"GPL","2007-08-20","625.71","104.28","125.27","396.16"
"Benzina","2007-08-27","1293.62","215.60","564.00","514.02"
"Gasolio auto","2007-08-27","1164.43","194.07","423.00","547.36"
"GPL","2007-08-27","625.71","104.28","125.27","396.16"
"Benzina","2007-09-03","1297.97","216.33","564.00","517.64"
"Gasolio auto","2007-09-03","1167.74","194.62","423.00","550.12"
"GPL","2007-09-03","625.71","104.28","125.27","396.16"
"Benzina","2007-09-10","1308.83","218.14","564.00","526.69"
"Gasolio auto","2007-09-10","1173.52","195.59","423.00","554.93"
"GPL","2007-09-10","626.35","104.39","125.27","396.69"
"Benzina","2007-09-17","1307.50","217.92","564.00","525.58"
"Gasolio auto","2007-09-17","1188.59","198.10","423.00","567.49"
"GPL","2007-09-17","626.35","104.39","125.27","396.69"
"Benzina","2007-09-24","1313.24","218.87","564.00","530.37"
"Gasolio auto","2007-09-24","1197.45","199.57","423.00","574.88"
"GPL","2007-09-24","626.35","104.39","125.27","396.69"
"Benzina","2007-10-01","1314.09","219.01","564.00","531.08"
"Gasolio auto","2007-10-01","1203.16","200.53","423.00","579.63"
"GPL","2007-10-01","626.35","104.39","125.27","396.69"
"Benzina","2007-10-08","1311.48","218.58","564.00","528.90"
"Gasolio auto","2007-10-08","1203.36","200.56","423.00","579.80"
"GPL","2007-10-08","626.35","104.39","125.27","396.69"
"Benzina","2007-10-15","1311.83","218.64","564.00","529.19"
"Gasolio auto","2007-10-15","1203.36","200.56","423.00","579.80"
"GPL","2007-10-15","627.88","104.65","125.27","397.96"
"Benzina","2007-10-22","1313.46","218.91","564.00","530.55"
"Gasolio auto","2007-10-22","1207.57","201.26","423.00","583.31"
"GPL","2007-10-22","638.97","106.50","125.27","407.20"
"Benzina","2007-10-29","1319.09","219.85","564.00","535.24"
"Gasolio auto","2007-10-29","1213.84","202.31","423.00","588.53"
"GPL","2007-10-29","643.96","107.33","125.27","411.36"
"Benzina","2007-11-05","1331.65","221.94","564.00","545.71"
"Gasolio auto","2007-11-05","1229.38","204.90","423.00","601.48"
"GPL","2007-11-05","647.49","107.91","125.27","414.31"
"Benzina","2007-11-12","1356.42","226.07","564.00","566.35"
"Gasolio auto","2007-11-12","1259.41","209.90","423.00","626.51"
"GPL","2007-11-12","653.40","108.90","125.27","419.23"
"Benzina","2007-11-19","1360.44","226.74","564.00","569.70"
"Gasolio auto","2007-11-19","1264.19","210.70","423.00","630.49"
"GPL","2007-11-19","657.12","109.52","125.27","422.33"
"Benzina","2007-11-26","1363.88","227.31","564.00","572.57"
"Gasolio auto","2007-11-26","1289.21","214.87","423.00","651.34"
"GPL","2007-11-26","666.09","111.01","125.27","429.81"
"Benzina","2007-12-03","1363.44","227.24","564.00","572.20"
"Gasolio auto","2007-12-03","1291.56","215.26","423.00","653.30"
"GPL","2007-12-03","668.40","111.40","125.27","431.73"
"Benzina","2007-12-10","1361.99","227.00","564.00","570.99"
"Gasolio auto","2007-12-10","1290.03","215.00","423.00","652.03"
"GPL","2007-12-10","668.89","111.48","125.27","432.14"
"Benzina","2007-12-17","1358.66","226.44","564.00","568.22"
