"idStation","speed","location","lat","lng","Sigla","Provincia"
"OCPI-129-7cb3de68-9204-479f-823b-e6c068fd2678","fast","Via dei Mille, 4 ‌Torino","45.063681","7.684437","TO","torino"
"OCPI-128-5892a765-ac84-11e9-b19a-020100016614","fast","Corso Vittorio Emanuele II ‌Torino","45.063889","7.675833","TO","torino"
"OCPI-444-406898","fast","30 Via Cavour  ‌Torino","45.06398","7.686682","TO","torino"
"IT*IRE*ETPLACL0001","fast","Via Plana, 7 ‌Torino","45.064145","7.692495","TO","torino"
"OCPI-128-78a4d11a-0a68-430b-b8c0-c4766378165a","fast","Corso Stati Uniti ‌Torino","45.064507","7.665519","TO","torino"
"OCPI-128-788968c1-bdfc-469c-912d-5095db0fc327","fast","Via Giovanni Plana ‌Torino","45.064597","7.692816","TO","torino"
"OCPI-128-5892a60f-ac84-11e9-b19a-020100016614","fast","Via Giovanni Plana ‌Torino","45.064995","7.69358","TO","torino"
"OCPI-129-1d93a771-a769-4186-a0dd-194565103f44","fast","Via San Massimo, 17 ‌Torino","45.06544","7.69015","TO","torino"
"OCPI-130-EVOS_thing2963","fast","Piazza Vittorio Veneto ‌Torino","45.064684","7.694867","TO","torino"
"OCPI-130-EVOS_thing3306","fast","Via Pier Carlo Boggio, 40 ‌Torino","45.065126","7.656516","TO","torino"
"EOS_0038","fast","Via San Massimo 17 ‌Torino","45.065459","7.690381","TO","torino"
"WA-TESLA-19714","fast","Piazza Carlo Emanuele II ‌Torino","45.065868","7.689454","TO","torino"
"DW-190141","slow","Via Giovanni Giolitti 14 ‌Torino","45.066228","7.684263","TO","torino"
"OCPI-128-5892a6fd-ac84-11e9-b19a-020100016614","fast","Piazza C.L.N. ‌Torino","45.066667","7.681389","TO","torino"
"WA-ENELIT-5042","slow,fast","Corso Giacomo Matteotti 20 ‌Torino","45.067417","7.672166","TO","torino"
"OCPI-130-EVOS_thing16439","slow,fast","Corso Giacomo Matteotti, 22/C ‌Torino","45.067432","7.672181","TO","torino"
"NC-450680727662186","slow","Corso Castelfidardo 16 ‌Torino","45.068072","7.662186","TO","torino"
"IT*IRE*FSTMONCL001","fast,rapid","Via Montebello ‌Torino","45.068262","7.692185","TO","torino"
"OCPI-128-9a61db40-85d3-11e9-ada6-020100016614","fast","Piazza Solferino ‌Torino","45.068265","7.676275","TO","torino"
"OCPI-128-5892a84d-ac84-11e9-b19a-020100016614","fast","Piazza Castello ‌Torino","45.070278","7.686667","TO","torino"
"IT*IRE*ETMERCL0001","fast","Via Luigi Mercantini ‌Torino","45.070337","7.67572","TO","torino"
"IT*IRE*ETCAVCL0001","fast","Via Giovanni Carlo Cavalli, 33 ‌Torino","45.071244","7.660306","TO","torino"
"OCPI-128-5892a590-ac84-11e9-b19a-020100016614","fast","Via Severino Grattoni ‌Torino","45.071268","7.666655","TO","torino"
"NC-450714677662633","slow","Via Claudio Beaumont ‌Torino","45.071467","7.662633","TO","torino"
"OCPI-129-ca1f4972-7a52-4058-9afc-d9bac10aa92b","fast","Corso Regina Margherita ‌Torino","45.071525","7.699974","TO","torino"
"NC-450707467665254","slow","Via Susa, 5 ‌Torino","45.072339","7.663623","TO","torino"
"NC-450727847667123","fast","Corso Bolzano 47, Torino ‌Torino","45.072784","7.667123","TO","torino"
"OCPI-129-34afb46c-4a6a-4303-aa5c-b41d47fe1085","fast","Via Perrone, 10 ‌Torino","45.073145","7.67283","TO","torino"
"EDS_TOY_0154","fast","Via Cialdini 19 ‌Torino","45.07331","7.653548","TO","torino"
"OCPI-444-446354","fast","68 Via Casalis  ‌Torino","45.073334","7.657296","TO","torino"
"NC-450736997666042","slow","Corso Inghilterra 33 ‌Torino","45.0737","7.666042","TO","torino"
"OCPI-128-5892a4b3-ac84-11e9-b19a-020100016614","fast","Piazza Vincenzo Arbarello ‌Torino","45.073761","7.675765","TO","torino"
"OCPI-128-5892a523-ac84-11e9-b19a-020100016614","fast","Via Porta Palatina ‌Torino","45.073887","7.68408","TO","torino"
"OCPI-130-20XP22T3KK4AL00237","fast","Via Duchessa Jolanda, 20 ‌Torino","45.074091","7.662152","TO","torino"
"OCPI-129-983a084c-e8f5-4734-b623-d113bbebd56b","fast","Via Caprie, 9 ‌Torino","45.075114","7.65067","TO","torino"
"NC-450755857663921","slow","Via Principi d'Acaja ‌Torino","45.075584","7.663921","TO","torino"
"OCPI-126-SC0131.CB","fast","Via San Domenico ‌Torino","45.075743","7.677361","TO","torino"
"OCPI-128-5892a448-ac84-11e9-b19a-020100016614","fast","Piazza Statuto ‌Torino","45.076111","7.671389","TO","torino"
"OCPI-444-446351","fast","6 Via Alberto Nota  ‌Torino","45.076321","7.672944","TO","torino"
"OCPI-128-d0a18a34-d882-4ba7-afbf-fb185a57cbbe","fast","Corso XI Febbraio ‌Torino","45.077789","7.687399","TO","torino"
"OCPI-126-HYC0008","rapid","Corso Regio Parco ‌Torino","45.078207","7.697583","TO","torino"
"OCPI-129-a8fac4ee-4ed5-490a-b409-61f28a769b9e","fast","Via Cardinale Cagliero, 6b ‌Torino","45.07823","7.6814","TO","torino"
"OCPI-130-20XP22T3KK1AL00403","fast","Corso San Martino, 10 ‌Torino","45.074764","7.668497","TO","torino"
"OCPI-129-681fe97a-1e39-4b80-9fd7-51393e9f61ae","fast","Via Carlo Michele Buscalioni, 2 ‌Torino","45.07848","7.69891","TO","torino"
"OCPI-444-406886","fast","20 Via le Chiuse  ‌Torino","45.078801","7.666049","TO","torino"
"OCPI-129-e54000ff-eee2-46e9-b495-33579d763592","fast","Via Luigi Cibrario, 72 ‌Torino","45.08149","7.65622","TO","torino"
"IT*IRE*ETSDCLN0001","fast","Via San Donato, 57 ‌Torino","45.081673","7.661339","TO","torino"
"OCPI-129-f203621d-d643-4b4f-8c90-4fa80acb7d4a","fast","Via Vagnone, 36 ‌Torino","45.08222","7.66552","TO","torino"
"OCPI-129-c1c7369a-6b9e-43fa-90ef-007418e1cfc6","fast","Corso Novara, 78 ‌Torino","45.08382","7.69591","TO","torino"
"OCPI-129-1c327e28-98a8-4b94-9e23-c18df03af5e3","fast","Via Don Bosco, 102 ‌Torino","45.08545","7.65792","TO","torino"
"IT*IRE*ETCSODCL001","fast","Corso Principe Oddone ‌Torino","45.086512","7.675647","TO","torino"
"OCPI-129-450bc9a4-22fb-4ca7-a9e8-de700bf31346","fast","Via Antonello da Messina, 17 ‌Torino","45.08835","7.66729","TO","torino"
"OCPI-130-EVOS_thing3296","fast","Via Ternengo ‌Torino","45.086193","7.696718","TO","torino"
"OCPI-129-ac1a997d-7236-4ef7-814f-747573cbec32","fast","Via Malone, 18 ‌Torino","45.08945","7.69222","TO","torino"
"IT*IRE*ETPESCL0001","fast","Via Pessinetto, 12 ‌Torino","45.089915","7.659469","TO","torino"
"WA-TESLA-41253","fast","Via Francesco Cigna ‌Torino","45.091216","7.685078","TO","torino"
"OCPI-128-58929d48-ac84-11e9-b19a-020100016614","slow","Via Leinì ‌Torino","45.091667","7.6925","TO","torino"
"OCPI-129-20dcbcf4-dede-49db-9446-3c2a185e1dbb","fast","Via Montanaro, 59 ‌Torino","45.09353","7.69527","TO","torino"
"OCPI-130-19XP22T3KK4AZ00726","fast","Via Stradella ‌Torino","45.093707","7.674971","TO","torino"
"OCPI-129-5080597d-6400-4e37-8140-b5b8bb368a2b","fast","Via Saorgio, 69 ‌Torino","45.09739","7.67484","TO","torino"
"OCPI-129-8862bb76-a128-41cb-b7f6-fdc7ced95f20","fast","Via Cardinal Massaia, 30/3 ‌Torino","45.09751","7.6725","TO","torino"
"IT*IRE*ETPVIL0001","fast","Piazza Pasquale Villari ‌Torino","45.099869","7.663379","TO","torino"
"OCPI-130-19XP22T3KK1AT00062","fast","Piazza del Donatore di Sangue ‌Torino","45.096991","7.700189","TO","torino"
"OCPI-129-cd76c15d-3061-45bf-bb60-671a0c9828ef","fast","Via Brandizzo, 64 ‌Torino","45.09088","7.70019","TO","torino"
"OCPI-129-90e39e9e-c911-4709-8594-d3c8cafeaf02","fast","Via Eusebio Bava, 24/C ‌Torino","45.067742","7.700263","TO","torino"
"1902506496","fast","Lungo Dora Siena  ‌Torino","45.074776","7.700986","TO","torino"
"NC-450843127701260","fast","Via Giovanni Pacini ‌Torino","45.084556","7.701517","TO","torino"
"OCPI-129-3466b82b-85d9-47f9-8556-ef012adc7ad3","fast","Corso Novara, 151 ‌Torino","45.07638","7.70393","TO","torino"
"OCPI-130-19XP22T3KK1AL00365","fast","Corso Regina Margherita ‌Torino","45.069133","7.706272","TO","torino"
"CIR_12047040260004","fast","Via Giuseppe Tartini, 56 ‌Torino","45.098724","7.707415","TO","torino"
"OCPI-130-20XP22T3KK4AL00227","fast","Corso Casale 438 ‌Torino","45.066534","7.707528","TO","torino"
"IES20201028470417","rapid","Via Giuseppe Tartini, 56 ‌Torino","45.098755","7.707651","TO","torino"
"EDS_TOY_0117","fast","Via Botticelli 82 ‌Torino","45.099278","7.708389","TO","torino"
"OCPI-129-84952b7c-dda5-47c9-a7a6-61b70f138397","fast","Piazza Guido Gozzano, 4 ‌Torino","45.06543","7.71167","TO","torino"
"OCPI-129-9535ba2a-c8c4-491c-b9a9-60dd329b8de0","fast","Corso Taranto, 139  ‌Torino","45.0963","7.71178","TO","torino"
"OCPI-129-3a8205c1-7172-4d39-ae01-c595c05c659c","fast","Strada Comunale di Mongreno, 20 ‌Torino","45.0798","7.73428","TO","torino"
"OCPI-130-20XP22T3KK1AL00832","fast","Via Cigliano, 29 ‌Torino","45.072238","7.712439","TO","torino"
"OCPI-130-19XP22T3KK1AT00054","fast","Via Grazia Deledda ‌Torino","45.075929","7.721823","TO","torino"
"OCPI-130-20XP22T3KK4AL00187","fast","Strada di San Mauro, 26a ‌Torino","45.099751","7.726338","TO","torino"
"OCPI-130-EVOS_thing2363","slow,fast","Corso Pinin Giachino 44 ‌Cocconato","45.086969","8.038316","AT","asti"
"OCPI-130-EVOS_thing2362","slow,fast","Corso Pinin Giachino, 4 ‌Cocconato","45.086153","8.039304","AT","asti"
"WA-TESLA-36273","fast","Frazione Carboneri ‌Montiglio Monferrato","45.058754","8.073285","AT","asti"
"OCPI-130-EVOS_thing2365","slow,fast","Strada delle Serre ‌Cocconato","45.089725","8.076441","AT","asti"
"NC-450569738302771","slow","Viale Pininfarina ‌Grazzano Badoglio","45.056973","8.302771","AT","asti"
"NC-456035498907633","slow","Via Roma ‌Sala Monferrato","45.074646","8.358774","AL","alessandria"
"NC-450806638384025","slow","Via Cipriano Cei ‌Cella Monte","45.080663","8.384025","AL","alessandria"
"NC-450763408411179","slow","Strada Comunale San Martino Montalbano ‌Rosignano Monferrato","45.075931","8.410841","AL","alessandria"
"WA-TESLA-30042","fast","Strada Colombaro, 10 ‌Terruggia","45.089138","8.453525","AL","alessandria"
"OCPI-133-f5c9c7ab-18e6-4ce6-b5a2-46c7879c1e87","rapid","A26 Autostrada dei Trafori ‌Occimiano","45.07469","8.51101","AL","alessandria"
"OCPI-133-6264fa69-f4dd-4843-8205-f62a6654416d","rapid","A26 Autostrada dei Trafori ‌Occimiano","45.07489","8.50897","AL","alessandria"
"OCPI-129-29e9a518-72a5-417f-8844-8f08b33f7839","fast","Via Pampuro, 12 ‌Borgo San Martino","45.08973","8.5244","AL","alessandria"
"OCPI-130-EVOS_thing4165","fast","Via Frascarolo 12 ‌Torre Beretti E Castellaro","45.060662","8.672252","PV","pavia"
"OCPI-130-EVOS_thing4425","slow,fast","Piazza Papa Giovanni Paolo II ‌Mede","45.09766","8.739236","PV","pavia"
"NC-450980908909556","slow","Via Boschine ‌Sannazzaro de' Burgondi","45.09809","8.909556","PV","pavia"
"OCPI-129-03e8b40b-f866-4e25-960f-76675f85f8f9","fast","Piazza Vittorio Emanuele II, 2 ‌Cervesina","45.06305","9.01553","PV","pavia"
"OCPI-129-a2ddb136-6746-4d8f-bbc2-962941c4b833","fast","Via Vittorio Veneto, 1 ‌Pancarana","45.075427","9.051178","PV","pavia"
"OCPI-129-312c51d7-13f1-49e4-bd51-e6a3347bf5da","fast","Via dei Pelizza, 10 ‌Bastida Pancarana","45.08481","9.08326","PV","pavia"
"OCPI-129-00c338bb-ee7b-4a5a-a859-61e16c1ca150","fast","Via 1 ° Maggio, 19 ‌Bressana Bottarone","45.07319","9.13859","PV","pavia"
"OCPI-130-EVOS_thing4679","slow","STRADA PROVINCIALE 1 ‌Bressana Bottarone","45.084033","9.114415","PV","pavia"
"OCPI-129-94cfabf9-9a97-4493-a753-e8cdfb1ca720","fast","Via Casabassa, 7 ‌Canneto Pavese","45.05187","9.27941","PV","pavia"
"OCPI-130-EVOS_thing4148","fast","Piazza Cagnoni ‌Broni","45.06242","9.263457","PV","pavia"
"OCPI-130-EVOS_thing4152","fast","Piazza Meriggi ‌Broni","45.065563","9.261813","PV","pavia"
"NC-450755109277724","fast","Viale libertà 19 ‌Stradella","45.07551","9.277724","PV","pavia"
"OCPI-130-EVOS_thing2589","slow,fast","Via Montanara ‌Castel San Giovanni","45.053689","9.435758","PC","piacenza"
"OCPI-130-EVOS_thing22355","slow,fast","Piazzale Rio Carona ‌Castel San Giovanni","45.059332","9.438677","PC","piacenza"
"OCPI-130-EVOS_thing2590","slow,fast","Piazzale Martiri delle Foibe ‌Castel San Giovanni","45.061665","9.434635","PC","piacenza"
"OCPI-130-EVOS_thing2173","fast","Via Maestri del Lavoro ‌Castel San Giovanni","45.071096","9.446105","PC","piacenza"
"OCPI-130-EVOS_thing31654","fast,rapid","VIA DEL COMMERCIO ‌Castel San Giovanni","45.071339","9.444543","PC","piacenza"
"OCPI-130-EVOS_thing2171","fast","Via della Cascinetta - AMAZON ‌Castel San Giovanni","45.079048","9.451834","PC","piacenza"
"OCPI-130-EVOS_thing2174","fast","Via Dogana Po ‌Castel San Giovanni","45.072191","9.454297","PC","piacenza"
"WA-ENELIT-3988","slow,fast","Via Emilia Piacentina ‌Sarmato","45.055335","9.503211","PC","piacenza"
"OCPI-130-EVOS_thing22411","slow,fast","Via Emilia Piacentina, 51 ‌Sarmato","45.056394","9.507133","PC","piacenza"
"WA-ENELIT-5939","slow,fast","Via Emilia Piacentina ‌Sarmato","45.056394","9.507133","PC","piacenza"
"450562592439365459592179581522942-NC_1","fast","Via Emilia Pavese ‌Rottofreno","45.056259","9.59218","PC","piacenza"
"OCPI-130-19XP22T3KK4AD00191","fast","Via Carlo Reimondo ‌Susa","45.13893","7.053678","TO","torino"
"OCPI-129-6d805bc2-fd49-421b-bfa8-d2068693c9af","fast","Strada Susa, 5a ‌Bussoleno","45.13848","7.1418","TO","torino"
"OCPI-130-20XM32T7KK4AR00121","rapid,fast","Strada Statale 25 del Moncenisio ‌Chianocco","45.136988","7.166924","TO","torino"
"OCPI-129-7ff070c0-0aa0-4e88-b0f4-8311e07f15c7","fast","Via Walter Fontan, 46 ‌Bussoleno","45.13703","7.15166","TO","torino"
"OCPI-129-d52c6264-6cd8-4f72-ba47-58ca4fbbdc44","fast","Via Umberto I, 44 ‌Bruzolo","45.14251","7.19101","TO","torino"
"OCPI-130-EVOS_thing3303","fast","Piazza del Priore ‌Vaie","45.102042","7.290112","TO","torino"
"OCPI-129-dbe5614e-dea6-4075-b888-d507ffa71c78","fast","Via Martiri della Libertà, 18 ‌Vaie","45.10443","7.29013","TO","torino"
"OCPI-130-20XP22T3KK4AL00938","fast","Via Martiri della Libertà ‌Vaie","45.106656","7.290286","TO","torino"
"OCPI-126-SC0031.WB","fast","Piazza Matteotti ‌Caprie","45.11754","7.33294","TO","torino"
"OCPI-130-EVOS_thing2601","slow,fast","Piazza stazione ‌Sant'ambrogio Di Torino","45.101001","7.360784","TO","torino"
"OCPI-130-EVOS_thing2599","slow,fast","Via I Maggio - Via Reggimento Terzo Alpini ‌Sant'ambrogio Di Torino","45.10107","7.357346","TO","torino"
"OCPI-130-EVOS_thing2556","slow,fast","Via Giacomo Ferrero ‌Sant'ambrogio Di Torino","45.101944","7.363632","TO","torino"
"OCPI-130-EVOS_thing2949","fast","P.ZZA DONATORI DI SANGUE ‌Villar Dora","45.113313","7.383309","TO","torino"
"OCPI-130-EVOS_thing2349","slow,fast","Via Pelissere ‌Villar Dora","45.114823","7.386265","TO","torino"
"OCPI-130-EVOS_thing2327","fast","Piazza Resistenza ‌Villar Dora","45.117967","7.386375","TO","torino"
"OCPI-130-19XP22T3KK4AD00152","fast","Piazzale Paolo Giorda ‌Rubiana","45.138827","7.383977","TO","torino"
"OCPI-128-5892a044-ac84-11e9-b19a-020100016614","fast","Piazza Carlo Cays ‌Caselette","45.108214","7.482673","TO","torino"
"OCPI-130-EVOS_thing2959","fast","LOCALITA' TRUCCO DI BRIONE 1 ‌Val Della Torre","45.132592","7.487468","TO","torino"
"OCPI-130-20XP22T3KK1AL00591_4g0ofvasyn","fast","Via Contessa Caterina Vignati ‌San Gillio","45.143078","7.533855","TO","torino"
"OCPI-130-EVOS_thing2203","fast","Via Musinè ‌Pianezza","45.108582","7.5421","TO","torino"
"OCPI-130-EVOS_thing2053","slow,fast","Piazza Papa Giovanni Paolo II, 4 ‌Pianezza","45.101245","7.548194","TO","torino"
"OCPI-130-EVOS_thing2202","fast","Largo II Giugno ‌Pianezza","45.103933","7.555289","TO","torino"
"NC-450897797586563","fast","Via Nazioni Unite 11 ‌Collegno","45.104763","7.595862","TO","torino"
"OCPI-130-EVOS_thing2930","fast","Via Giovanni Falcone ‌Druento","45.128634","7.582423","TO","torino"
"OCPI-130-EVOS_thing2961","fast","Viale Papa Giovanni XXIII ‌Druento","45.137561","7.57501","TO","torino"
"OCPI-126-HYC0011","rapid","Via Parenzo ‌Torino","45.103028","7.646088","TO","torino"
"OCPI-130-19XP22T3KK1AL00167","fast","Corso Grosseto, 469 ‌Torino","45.106467","7.639005","TO","torino"
"NC-451109227629957","slow","Via Traves, 40 ‌Torino","45.111377","7.62985","TO","torino"
"OCPI-130-EVOS_thing2325","fast","VIA VILLA CRISTINA 6 ‌Collegno","45.114403","7.61395","TO","torino"
"OCPI-129-3c93f808-77c0-4cc6-a4e9-0dac229695fb","fast","Corso Cuneo, 3 ‌Venaria Reale","45.117487","7.636788","TO","torino"
"OCPI-128-5892a0ae-ac84-11e9-b19a-020100016614","fast","Via Lucento ‌Torino","45.103635","7.654723","TO","torino"
"NC-451056087675079","slow","Via Orbetello ‌Torino","45.105608","7.675079","TO","torino"
"EDS_TOY_0013","fast","Via Ala di Stura ‌Torino","45.108694","7.685694","TO","torino"
"OCPI-444-406958","fast","52 Via Lulli  ‌Torino","45.10951","7.66681","TO","torino"
"OCPI-130-EVOS_thing2160","fast","Piazza del Donatore ‌Borgaro Torinese","45.147644","7.653433","TO","torino"
"OCPI-130-19XP22T3KK1AL00317","fast","Strada Comunale di Bertolla, 169 bis ‌Torino","45.101242","7.748248","TO","torino"
"OCPI-128-df54cfb8-b148-4809-ae9d-1454a526d1de","fast","Strada di San Mauro ‌Torino","45.1016","7.739485","TO","torino"
"OCPI-129-0cb58f61-4ac8-49ec-9c8c-db10c38db71f","fast","Via Botticelli, 69 ‌Torino","45.101877","7.703417","TO","torino"
"IT*IRE*TNCRCL001","fast","Via Tancredi Canonico ‌Torino","45.102152","7.744882","TO","torino"
"OCPI-130-19XP22T3KK1AT00061","fast","Via Bernardino Ramazzini ‌Torino","45.104772","7.703257","TO","torino"
"NC-451080257704455","fast","Corso Giulio Cesare 334 ‌Torino","45.108025","7.704455","TO","torino"
"NC-451176027713395","slow","Corso Giulio Cesare 242 ‌Torino","45.116342","7.71236","TO","torino"
"OCPI-126-GS321.M504","slow,fast","Via Torino 160 ‌Settimo Torinese","45.12797","7.73905","TO","torino"
"OCPI-172-319","fast","Via Umberto Giordano 12 ‌Settimo Torinese (TO)","45.136677","7.734951","TO","torino"
"NC-451366907734966","fast","King Drive ‌Settimo Torinese","45.136684","7.734945","TO","torino"
"OCPI-128-69c2bf54-e92e-4b0d-8db9-0301069612a8","fast","Via Niccolò Paganini ‌Settimo Torinese","45.139772","7.73328","TO","torino"
"OCPI-130-21XM32T7KK3AR00019","rapid,fast","Via Torino, 160 ‌Settimo Torinese","45.127199","7.736612","TO","torino"
"OCPI-130-20XP22T3KK4AL00825","fast","Via Tibaldi, 33 ‌Borgaro Torinese","45.14543","7.70272","TO","torino"
"OCPI-130-18XM32T77B3W000027","rapid","Via Canonico Bartolomeo Elia ‌San Mauro Torinese","45.108059","7.751998","TO","torino"
"NC-451330647754627","fast","Corso Piemonte ‌Settimo Torinese","45.132985","7.754775","TO","torino"
"OCPI-130-20XM32T7KK4AR00088","rapid","Via Castiglione ‌Settimo Torinese","45.135562","7.775287","TO","torino"
"OCPI-130-20XM32T7KK4AR00016","rapid","Via della Repubblica ‌Settimo Torinese","45.139474","7.76936","TO","torino"
"OCPI-130-20XM32T7KK4AR00024","rapid","Via Fantina ‌Settimo Torinese","45.143111","7.762602","TO","torino"
"OCPI-129-4906fce9-f7fa-474c-b705-67f68eae8811","fast","Via Colle del Lis, 13INT 1 ‌Settimo Torinese","45.14429","7.77328","TO","torino"
"OCPI-130-EVOS_thing2298","fast","Via Italia ‌San Raffaele Cimena","45.146874","7.846737","TO","torino"
"OCPI-207-IT*REV*E519","fast","Via del'Asilo Manacorda  3 ‌Solonghello","45.129425","8.283111","AL","alessandria"
"OCPI-130-EVOS_thing2323","fast","S.P. 37 - Piazza Vittorio Veneto 4 ‌Ozzano Monferrato","45.102532","8.375394","AL","alessandria"
"OCPI-130-EVOS_thing2321","fast","Via Roma ‌Ozzano Monferrato","45.107089","8.374997","AL","alessandria"
"NC-451176418446780","fast","Strada Asti-Casale 11 ‌Casale Monferrato","45.117627","8.447939","AL","alessandria"
"NC-451462128446385","slow","Via Fratelli Bandiera ‌Casale Monferrato","45.146214","8.446385","AL","alessandria"
"OCPI-129-f12feed1-d49d-4e65-b7ef-9fdf0dfb084d","fast","Via Madre Teresa di Calcutta, 3 ‌Casale Monferrato","45.12476","8.46458","AL","alessandria"
"OCPI-130-20XP22T3KK4AL00175","fast","Via Ezio Tarantelli, 11 ‌Casale Monferrato","45.124777","8.479646","AL","alessandria"
"NC-451282048467153","slow","Via Guido Rossa 20 ‌Casale Monferrato","45.128204","8.467153","AL","alessandria"
"OCPI-129-2ad067a7-e9ce-4a93-a7c9-75af2564d933","fast,rapid","Strada Valenza, 4H ‌Casale Monferrato","45.1297","8.47617","AL","alessandria"
"NC-451310228471103","fast","Via Francesco Negri ‌Casale Monferrato","45.131022","8.471103","AL","alessandria"
"OCPI-129-6dd12a64-2abb-4e73-a7af-cdf81ff4fada","fast","Via Trieste, 4 ‌Ferrera Erbognone","45.11095","8.86119","PV","pavia"
"OCPI-129-b1bb543b-7e3e-4441-9c3b-91ebafcbf500","fast","Via Bigli, 20 ‌Sannazzaro de' Burgondi","45.101404","8.906498","PV","pavia"
"OCPI-129-93762e14-4c46-4ea7-875f-c4d874c54dfb","fast","Via San Francesco, 24 ‌Sannazzaro de' Burgondi","45.110502","8.914512","PV","pavia"
"WA-TESLA-6770","slow,rapid","Autostrada dei Giovi ‌Dorno","45.147719","8.990595","PV","pavia"
"OCPI-129-cbd06da3-89a2-448f-8ff8-e3d4c8a7d6e9","fast","Piazza Magnaghi, 2 ‌Zinasco","45.12097","9.00218","PV","pavia"
"OCPI-130-19XP22T5HK4AD00086","fast","Via G.Guarnoni ‌Zinasco","45.128025","9.027371","PV","pavia"
"OCPI-130-19XP22T3KK4AD00009","fast","Via al Castello ‌Zinasco","45.135695","9.049353","PV","pavia"
"EVVC3B25B2360","fast","Via Togliatti ‌Cava Manara","45.120605","9.114694","PV","pavia"
"EDS_TOY_0044","fast","Via F. Turati, 65 ‌Cava Manara","45.137444","9.119417","PV","pavia"
"OCPI-129-683652dd-5820-46cd-986b-f3fa719b3dd2","fast","Via XX Settembre, 1 ‌Portalbera","45.10102","9.32315","PV","pavia"
"OCPI-129-bb00773d-b3c1-4ad0-a1c3-158129dd0952","fast","SP9, 1 ‌Torre de' Negri","45.1486","9.33469","PV","pavia"
"OCPI-129-7828c2cb-3a5a-4e7f-a485-65e37c40df41","fast","Via Po, 1 ‌Costa de' Nobili","45.13015","9.37757","PV","pavia"
"OCPI-130-EVOS_thing2960","fast","VIA GIBBIONE 5 ‌Val Della Torre","45.152847","7.447564","TO","torino"
"OCPI-130-EVOS_thing2312","fast","Piazza Grande Torino ‌Givoletto","45.159496","7.497627","TO","torino"
"OCPI-130-EVOS_thing3001","fast","Via Torino ‌Givoletto","45.152051","7.521781","TO","torino"
"OCPI-129-b3eee065-48e8-43ab-9730-59cfdb5adedf","fast","Via Cristoforo Colombo, 27 ‌Caselle Torinese","45.16918","7.64373","TO","torino"
"OCPI-130-20XP22T3KK4AZ00103","fast","Via delle Cartiere, 33 ‌Caselle Torinese","45.170826","7.63428","TO","torino"
"OCPI-130-19XM32T7GB3W000007","rapid","Via Prato della Fiera ‌Caselle Torinese","45.174408","7.648439","TO","torino"
"OCPI-130-19XP22T3KK4AZ00743","fast","Via Ernesto Che Guevara ‌Caselle Torinese","45.175373","7.633466","TO","torino"
"NC-451774177646275","slow","Via caldano 7 ‌Caselle torinese","45.176945","7.64233","TO","torino"
"OCPI-129-b7bb1f54-4e16-4ae4-b41c-a24b18df6013","fast","Via Aldo Moro, 24 ‌Caselle Torinese","45.17716","7.632578","TO","torino"
"OCPI-130-19XP22T3KK1AL00028","fast","Viale Alcide Bona, 33 ‌Caselle Torinese","45.177477","7.639406","TO","torino"
"OCPI-130-EVOS_thing2163","fast","Via Lanzo ‌Borgaro Torinese","45.151904","7.654246","TO","torino"
"OCPI-130-EVOS_thing2161","fast","Via Antonio Gramsci ‌Borgaro Torinese","45.152061","7.659538","TO","torino"
"OCPI-130-EVOS_thing2162","fast","Via Italia ‌Borgaro Torinese","45.15786","7.658248","TO","torino"
"OCPI-130-EVOS_thing3037","fast","Strada Torino, 23 ‌Caselle Torinese","45.167674","7.654342","TO","torino"
"OCPI-130-20XM32T7KK4AR00013","rapid","Strada Cuorgnè ‌Caselle Torinese","45.150806","7.7079","TO","torino"
"OCPI-130-EVOS_thing2934","rapid,fast","VIA RICCIOLIO ‌Leinì","45.181887","7.716838","TO","torino"
"OCPI-130-EVOS_thing2570","slow,fast","Via Torino, 550 ‌Brandizzo","45.168625","7.817858","TO","torino"
"OCPI-130-EVOS_thing2164","fast","Via Barra ‌Brandizzo","45.175575","7.837884","TO","torino"
"OCPI-130-EVOS_thing2165","fast","Via Impastato ‌Brandizzo","45.183147","7.834031","TO","torino"
"OCPI-130-EVOS_thing2938","fast","Via Torino 46 ‌Chivasso","45.189472","7.877841","TO","torino"
"OCPI-130-21XP22T5HK4AM00086","slow,fast","Via Blatta ‌Chivasso","45.196443","7.883214","TO","torino"
"NC-451861617920346","slow","Via Torino 99 ‌Chivasso","45.190046","7.884347","TO","torino"
"OCPI-130-EVOS_thing2232","fast","Via Ceresa ‌Chivasso","45.194777","7.890235","TO","torino"
"NC-451608897890713","slow","Via Alessandria ‌Castagneto Po","45.160889","7.890713","TO","torino"
"OCPI-130-19XP22T3KK4AD00243","fast","VIA GERBIDO ‌Chivasso","45.185456","7.893429","TO","torino"
"NC-451928207902261","fast","Strada Provinciale 11 Padana superiore ‌Chivasso","45.19282","7.902261","TO","torino"
"OCPI-130-17EM32T77B3W000028","rapid","Stradale Milano ‌Chivasso","45.196242","7.920346","TO","torino"
"OCPI-130-EVOS_thing2340","fast","Piazza Giovanni Agnelli ‌San Sebastiano Da Po","45.165712","7.955022","TO","torino"
"OCPI-207-IT*REV*E153","fast","Via Cerretta 2 ‌Palazzolo vercellese","45.187798","8.237686","VC","vercelli"
"OCPI-130-EVOS_thing2965","fast","PIAZZA GARIBALDI, 5 ‌Trino","45.192983","8.29814","VC","vercelli"
