"ITTER107","Territorio","TIPO_DATO8","Tipo dato","MISURA1","Misura","COICOP_CEF2","Gruppo di spesa","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",39.84,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",111.95,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",75.54,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",72.11,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_8","bevande","2013","2013",42.44,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",40.88,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",65.27,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",172.11,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",60.6,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",109.78,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",34.79,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",91.67,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_6","patate, frutta e ortaggi","2013","2013",80.94,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",74.58,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",136.88,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",433.22,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",463.54,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",470.27,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",14.59,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",13.76,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",50.93,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",112.57,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",38.98,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",422.25,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",32.22,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",85.39,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",24.58,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",481.11,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",73.78,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_8","bevande","2013","2013",34.22,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",34.27,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",51.59,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",92.88,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",30.44,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",21.07,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",652.69,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",320.99,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",91.03,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",35.1,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",120.32,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",95.25,,
"ITE","Centro","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",43.94,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",743.06,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",393.47,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",60.12,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",115.85,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",32.55,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",31.17,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",84.27,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_8","comunicazioni","2013","2013",39.14,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",22.99,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",69.22,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",103.56,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",65.78,,
"ITE","Centro","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",757.76,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_8","bevande","2013","2013",36.88,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",33.66,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",14.26,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",14.72,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_8","comunicazioni","2013","2013",55.89,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",91.72,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",100.9,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",393.22,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",37.33,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",44.83,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",107.84,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",420.25,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",63.05,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",15.38,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",93.37,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",102.12,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_8","comunicazioni","2013","2013",32.92,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",376.5,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_1","pane e cereali","2013","2013",73.37,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_3","pesce","2013","2013",32.76,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",89.93,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",21,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_5","oli e grassi","2013","2013",18.52,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",33.08,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_7","zucchero, caffè e drogheria","2013","2013",31.64,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",70.02,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",33.38,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",194.42,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_8","comunicazioni","2013","2013",42.17,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_6","sanità","2013","2013",86.93,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",98.73,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_4","combustibili ed energia","2013","2013",111.35,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_5","mobili, elettrod. e servizi per la casa","2013","2013",65.64,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",457.08,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",12.46,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",436.34,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",335.94,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_1","tabacchi","2013","2013",18.08,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_8","bevande","2013","2013",44.6,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",19.79,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_3","abitazione (principale e secondaria)","2013","2013",820.64,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_4","latte, formaggi e uova","2013","2013",62.19,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_2","abbigliamento e calzature","2013","2013",106.32,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_2","carne","2013","2013",102.89,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1_8","bevande","2013","2013",45.27,,
"ITE","Centro","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_7","trasporti","2013","2013",343.89,,
"ITE3","Marche","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","1","alimentari e bevande","2013","2013",469.09,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_8","comunicazioni","2013","2013",47.48,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2359.05,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",38.73,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",2312.75,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",2039.61,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1858.32,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",101.9,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",35.73,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1877.9,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2762.17,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",94.08,,
"IT","Italia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",239.85,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1995.42,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2021.8,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",2203.95,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",256.36,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",265.34,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",110.39,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",2865.8,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",64.45,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",120.7,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2598.79,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1155.42,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",1872,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",109.41,,
"ITE","Centro","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",237.8,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1195.8,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2635.56,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",116.35,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",2283.22,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",106.24,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",1639.4,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",365.64,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1407.47,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",161.46,,
"ITF","Sud","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1409.52,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2967.75,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",12.15,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2108.18,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2725.39,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",330.45,,
"ITF1","Abruzzo","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",180.89,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",165.15,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",1811.12,,
"ITD","Nord-est","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",316.01,,
"ITE","Centro","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",95.79,,
"ITF6","Calabria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",47.82,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2389.05,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",122.08,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",174.74,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_9","istruzione","2013","2013",14.05,,
"ITD4","Friuli-Venezia Giulia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2475.09,,
"ITG","Isole","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1212.72,,
"ITD5","Emilia-Romagna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",2312,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",159.09,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",1897.48,,
"ITF3","Campania","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",53.69,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",305.6,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",178.67,,
"ITC","Nord-ovest","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",297.73,,
"ITE","Centro","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1958.87,,
"ITE2","Umbria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",235.81,,
"ITC3","Liguria","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2315.4,,
"ITF5","Basilicata","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1500.3,,
"ITC4","Lombardia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",300.03,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",458.48,,
"ITC1","Piemonte","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",2108.22,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",236.36,,
"ITDA","Trentino Alto Adige / Südtirol","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",2526.19,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",2096.74,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",192.07,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",84.23,,
"ITE4","Lazio","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",237.18,,
"ITF2","Molise","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",71.61,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2407.87,,
"ITD3","Veneto","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",121.16,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",47.38,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_10","tempo libero, cultura e giochi","2013","2013",60.85,,
"ITG2","Sardegna","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",89.57,,
"ITD1","Provincia Autonoma Bolzano / Bozen","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",3330.65,,
"ITG1","Sicilia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",106.18,,
"ITD2","Provincia Autonoma Trento","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",2215.31,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2_11","altri beni e servizi","2013","2013",289.02,,
"ITF4","Puglia","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","2","non alimentari","2013","2013",1415.85,,
"ITE1","Toscana","SPESA_MEDIA","spesa media mensile familiare (in euro correnti)","15","valori medi","999999","totale","2013","2013",2567,,
